Lettre,Nom
A,AUREOMYCINE EVANS
A,AUREOMYCINE MONOT
A,AURICULARUM
A,AURIGOUTTE
A,AVAMYS
A,AVASTIN
A,AVAXIM
A,AVENA SATIVA TEINTURE MERE BOIRON
A,AVENA SATIVA TEINTURE MERE WELEDA
A,AVENOC
A,AVIGAN
A,AVODART
A,AVONEX
A,AXELER
A,AXEPIM
A,AXITINIB BIOGARAN
A,AXITINIB EG
A,AXITINIB SANDOZ
A,AXITINIB TEVA
A,AXUMIN
A,AYBINTIO
A,AYVAKYT
A,AZACITIDINE ACCORD
A,AZACITIDINE ARROW
A,AZACITIDINE BETAPHARM
A,AZACITIDINE HIKMA
A,AZACITIDINE MYLAN
A,AZACITIDINE TILLOMED
A,AZACITIDINE ZENTIVA
A,AZACTAM
A,AZADOSE
A,AZANTAC
A,AZARGA
A,AZATHIOPRINE EG
A,AZATHIOPRINE TEVA
A,AZATHIOPRINE VIATRIS
A,AZELASTINE CHLORHYDRATE/FLUTICASONE PROPIONATE BIOGARAN
A,AZELASTINE CHLORHYDRATE/FLUTICASONE PROPIONATE EG
A,AZELASTINE CHLORHYDRATE/FLUTICASONE PROPIONATE TEVA
A,AZILECT
A,AZITHROMYCINE ARROW
A,AZITHROMYCINE ARROW LAB
A,AZITHROMYCINE BGR
A,AZITHROMYCINE BIOGARAN
A,AZITHROMYCINE CRISTERS
A,AZITHROMYCINE CRISTERS PHARMA
A,AZITHROMYCINE EG
A,AZITHROMYCINE EVOLUGEN
A,AZITHROMYCINE KRKA
A,AZITHROMYCINE MONODOSE SANDOZ
A,AZITHROMYCINE PFIZER
A,AZITHROMYCINE SANDOZ
A,AZITHROMYCINE TEVA
A,AZITHROMYCINE VIATRIS
A,AZITHROMYCINE ZENTIVA
A,AZITHROMYCINE ZYDUS
A,AZOPT
A,AZYTER
A,AZZALURE
B,BACLOCUR
B,BACLOFENE AGUETTANT
B,BACLOFENE BIOGARAN
B,BACLOFENE EG
B,BACLOFENE SUN
B,BACLOFENE ZENTIVA
B,BACLOFENE ZYDUS
B,BACTERIOPHAGE ANTI-ESCHERICHIA COLI
B,BACTERIOPHAGES ANTI STAPHYLOCOCCUS AUREUS
B,BACTERIOPHAGES ANTI-PSEUDOMONAS AERUGINOSA
B,BACTRIM
B,BACTROBAN
B,BADIAGA COMPLEXE N°47
B,BAL
B,BALCOGA
B,BALSAMORHINOL
B,BALSOLENE
B,BAMLANIVIMAB
B,BAQSIMI
B,BARACLUDE
B,BARITEKAL
B,BASCELLEX
B,BASDENE
B,BASILICUM COMPLEXE N°96
B,BAT
B,BAUME AROMA
B,BAUME SAINT BERNARD
B,BAVENCIO
B,BCG CULTURE SSI
B,BCG MAJORELLE
B,BCG-MEDAC
B,BEAGYNE
B,BEBEGEL
B,BECILAN
B,BECLO RHINO
B,BECLOJET
B,BECLOMETASONE CHIESI
B,BECLOMETASONE TEVA
B,BECLOMETASONE/FORMOTEROL VIATRIS
B,BECLOSPIN
B,BECLOSPRAY
B,BECONASE
B,BECOTIDE
B,BECOZYME
B,BEDELIX
B,BEFIZAL
B,BEKEMV
B,BELANETTE
B,BELANTAMAB MAFODOTIN
B,BELARA
B,BELARACONTINU
B,BELEODAQ
B,BELIVAIR RHUME PELARGONIUM
B,BELUSTINE
B,BEMEDREX EASYHALER
B,BEMFOLA
B,BENAZEPRIL ARROW
B,BENAZEPRIL EG
B,BENAZEPRIL/HYDROCHLOROTHIAZIDE ARROW
B,BENAZEPRIL/HYDROCHLOROTHIAZIDE EG
B,BENDAMUSTINE ACCORD
B,BENDAMUSTINE ARROW
B,BENDAMUSTINE BAXTER
B,BENDAMUSTINE EG
B,BENDAMUSTINE FRESENIUS KABI
B,BENDAMUSTINE HIKMA
B,BENDAMUSTINE MEDAC
B,BENDAMUSTINE MYLAN
B,BENDAMUSTINE REDDY PHARMA
B,BENEFIX
B,BENEPALI
B,BENERVA
B,BENLYSTA
B,BEOVU
B,BEPANTHEN
B,BEPANTHENE
B,BERBERIS COMPLEXE N°83
B,BERINERT
B,BERIRAB
B,BEROCCA
B,BEROMUN
B,BEROTRALSTAT
B,BESPONSA
B,BESREMI
B,BETADINE
B,BETADINE ALCOOLIQUE
B,BETADINE DERMIQUE
B,BETADINE SCRUB
B,BETADINE TULLE
B,BETAFACT
B,BETAFERON
B,BETAGAN
B,BETAHISTINE ACCORD
B,BETAHISTINE ARROW
B,BETAHISTINE ARROW GENERIQUES
B,BETAHISTINE BIOGARAN
B,BETAHISTINE CRISTERS
B,BETAHISTINE EG
B,BETAHISTINE SANDOZ
B,BETAHISTINE TEVA
B,BETAHISTINE VIATRIS
B,BETAHISTINE ZENTIVA
B,BETAHISTINE ZYDUS FRANCE
B,BETAMETHASONE ARROW
B,BETAMETHASONE BIOGARAN
B,BETAMETHASONE EG
B,BETAMETHASONE ZENTIVA
B,BETASELEN
B,BETASERC
B,BETAXOLOL BIOGARAN
B,BETAXOLOL EG
B,BETAXOLOL SANDOZ
B,BETAXOLOL TEVA SANTE
B,BETAXOLOL VIATRIS
B,BETESIL
B,BETMIGA
B,BETNESOL
B,BETNEVAL
B,BETOPTIC
B,BEVITINE
B,BEXAROTENE CIPLA
B,BEXSERO
B,BEYFORTUS
B,BI MISSILOR
B,BI PROFENID
B,BI TILDIEM
B,BIAFINE
B,BIAFINEACT
B,BICAFRES
B,BICALUTAMIDE ACCORD
B,BICALUTAMIDE ALMUS
B,BICALUTAMIDE ARROW LAB
B,BICALUTAMIDE BIOGARAN
B,BICALUTAMIDE CRISTERS
B,BICALUTAMIDE CRISTERS PHARMA
B,BICALUTAMIDE EG
B,BICALUTAMIDE EVOLUGEN
B,BICALUTAMIDE SANDOZ
B,BICALUTAMIDE TEVA
B,BICALUTAMIDE VIATRIS
B,BICALUTAMIDE ZENTIVA
B,BICALUTAMIDE ZYDUS
B,BICARBONATE DE SODIUM B BRAUN
B,BICARBONATE DE SODIUM BAXTER
B,BICARBONATE DE SODIUM BIOSEDRA
B,BICARBONATE DE SODIUM COOPER
B,BICARBONATE DE SODIUM LAVOISIER
B,BICARBONATE DE SODIUM RENAUDIN
B,BICARBONATE DE SODIUM VIAFLO
B,BICAVERA GLUCOSE
B,BICIRKAN
B,BICNU
B,BIFONAZOLE SUBSTIPHARM
B,BIKTARVY
B,BILASKA
B,BILASTINE ARROW
B,BILASTINE BIOGARAN
B,BILASTINE EG
B,BILASTINE TEVA
B,BILASTINE VIATRIS
B,BILASTINE ZENTIVA
B,BILASTINE ZYDUS
B,BILINUM COMPLEXE N°113
B,BILLEROL
B,BILTRICIDE
B,BIMATOPROST BIOGARAN
B,BIMATOPROST EG
B,BIMATOPROST SANDOZ
B,BIMATOPROST TEVA SANTE
B,BIMATOPROST VIATRIS
B,BIMATOPROST/TIMOLOL BIOGARAN
B,BIMATOPROST/TIMOLOL EG
B,BIMATOPROST/TIMOLOL SANDOZ
B,BIMATOPROST/TIMOLOL TEVA
B,BIMATOPROST/TIMOLOL VIATRIS
B,BIMATOPROST/TIMOLOL ZENTIVA
B,BIMZELX
B,BINOCRIT
B,BIOBAG
B,BIOCALYPTOL
B,BIOCARDE
B,BIOCIDAN
B,BIODALGIC
B,BIOMAG
B,BIONOLYTE G
B,BIORGASEPT
B,BIOTINE BAYER
B,BIOXYOL
B,BIPHOZYL
B,BIPRETERAX
B,BIRODOGYL
B,BISACODYL ARROW CONSEIL
B,BISACODYL BIOGARAN CONSEIL
B,BISACODYL CRISTERS
B,BISACODYL EG LABO CONSEIL
B,BISACODYL SANDOZ CONSEIL
B,BISACODYL VIATRIS CONSEIL
B,BISACODYL ZENTIVA CONSEIL
B,BISEPTINE
B,BISEPTINESPRAID
B,BISOCE
B,BISOLVON
B,BISOPROLOL ACCORD HEALTHCARE
B,BISOPROLOL ALMUS
B,BISOPROLOL ARROW LAB
B,BISOPROLOL BGR
B,BISOPROLOL BIOGARAN
B,BISOPROLOL CRISTERS
B,BISOPROLOL CRISTERS PHARMA
B,BISOPROLOL EG
B,BISOPROLOL EVOLUGEN
B,BISOPROLOL HYDROCHLOROTHIAZIDE CRISTERS
B,BISOPROLOL KRKA
B,BISOPROLOL MYLAN
B,BISOPROLOL NOR
B,BISOPROLOL QUIVER
B,BISOPROLOL QUIVER LAB
B,BISOPROLOL REF
B,BISOPROLOL SANDOZ
B,BISOPROLOL SUN
B,BISOPROLOL TEVA
B,BISOPROLOL TEVA SANTE
B,BISOPROLOL VIATRIS
B,BISOPROLOL VIATRIS SANTE
B,BISOPROLOL ZENTIVA
B,BISOPROLOL ZENTIVA KS
B,BISOPROLOL ZENTIVA LAB
B,BISOPROLOL ZYDUS
B,BISOPROLOL ZYDUS FRANCE
B,BISOPROLOL/HYDROCHLOROTHIAZIDE ARROW
B,BISOPROLOL/HYDROCHLOROTHIAZIDE ARROW LAB
B,BISOPROLOL/HYDROCHLOROTHIAZIDE BIOGARAN
B,BISOPROLOL/HYDROCHLOROTHIAZIDE EG
B,BISOPROLOL/HYDROCHLOROTHIAZIDE SANDOZ
B,BISOPROLOL/HYDROCHLOROTHIAZIDE TEVA
B,BISOPROLOL/HYDROCHLOROTHIAZIDE VIATRIS
B,BISOPROLOL/HYDROCHLOROTHIAZIDE ZENTIVA
B,BIVALIRUDINE ACCORD
B,BIZENGRI
B,BLENREP
B,BLEOMYCINE ACCORD
B,BLEOMYCINE BELLON
B,BLEU PATENTE V SODIQUE GUERBET
B,BLINCYTO
B,BLISSEL
B,BMS-986158
B,BO-112
B,BOCEAL
B,BOCOUTURE
B,BOLDOFLORINE
B,BOLINAN
B,BONASOL
B,BONDRONAT
B,BONVIVA
B,BOOSTRIXTETRA
B,BOP
B,BORAX/ACIDE BORIQUE ARROW
B,BORAX/ACIDE BORIQUE ARROW CONSEIL
B,BORAX/ACIDE BORIQUE BIOGARAN
B,BORAX/ACIDE BORIQUE BIOGARAN CONSEIL
B,BORAX/ACIDE BORIQUE EG
B,BORAX/ACIDE BORIQUE VIATRIS
B,BORAX/ACIDE BORIQUE ZENTIVA
B,BORTEZOMIB ACCORD
B,BORTEZOMIB ARROW
B,BORTEZOMIB BAXTER
B,BORTEZOMIB EG
B,BORTEZOMIB EVER PHARMA
B,BORTEZOMIB FRESENIUS KABI
B,BORTEZOMIB OHRE PHARMA
B,BORTEZOMIB REDDY PHARMA
B,BORTEZOMIB STRAGEN
B,BORTEZOMIB SUN
B,BORTEZOMIB TEVA
B,BORTEZOMIB TILLOMED
B,BORTEZOMIB VIATRIS
B,BORTEZOMIB ZENTIVA
B,BOSENTAN ACCORD
B,BOSENTAN ARROW
B,BOSENTAN EG
B,BOSENTAN STRAGEN
B,BOSENTAN SUN
B,BOSENTAN VIATRIS
B,BOSENTAN ZENTIVA
B,BOSULIF
B,BOSUTINIB BIOGARAN
B,BOSUTINIB EG
B,BOSUTINIB TEVA
B,BOSUTINIB ZENTIVA
B,BOTENSILIMAB AGENUS
B,BOTHROFAV
B,BOTOX ALLERGAN
B,BRAFTOVI
B,BREAKYL
B,BRENSOCATIB INSMED INCORPORATED
B,BRENSOCATIB WEP CLINICAL
B,BRETSCHNEIDER
B,BREVIBLOC
B,BREXIN
B,BREYANZI
B,BRICANYL
B,BRIDION
B,BRIGIMADLIN
B,BRILIQUE
B,BRIMAZED
B,BRIMONIDINE BIOGARAN
B,BRIMONIDINE CHAUVIN
B,BRIMONIDINE EG
B,BRIMONIDINE SANDOZ
B,BRIMONIDINE VIATRIS
B,BRIMONIDINE/TIMOLOL BIOGARAN
B,BRIMONIDINE/TIMOLOL EG
B,BRIMONIDINE/TIMOLOL VIATRIS
B,BRINEURA
B,BRINTELLIX
B,BRINZOLAMIDE ARROW
B,BRINZOLAMIDE BIOGARAN
B,BRINZOLAMIDE CRISTERS
B,BRINZOLAMIDE EG
B,BRINZOLAMIDE SANDOZ
B,BRINZOLAMIDE VIATRIS
B,BRINZOLAMIDE/BRIMONIDINE ZENTIVA
B,BRINZOLAMIDE/TIMOLOL BIOGARAN
B,BRINZOLAMIDE/TIMOLOL EG
B,BRINZOLAMIDE/TIMOLOL VIATRIS
B,BRIVIACT
B,BROLENE
B,BROMAZEPAM ARROW
B,BROMAZEPAM BIOGARAN
B,BROMAZEPAM CRISTERS
B,BROMAZEPAM EG
B,BROMAZEPAM TEVA
B,BROMAZEPAM VIATRIS
B,BROMAZEPAM ZENTIVA
B,BROMAZEPAM ZYDUS
B,BROMHYDRATE DE SCOPOLAMINE RENAUDIN
B,BRONCALENE
B,BRONCATHIOL
B,BRONCHEX
B,BRONCHODERMINE
B,BRONCHODUAL
B,BRONCHOKOD
B,BRONPHYTO
B,BRONWEL
B,BRUFEN
B,BRUKINSA
B,BRULEX
B,BUCCOBET
B,BUCCOLAM
B,BUDESONIDE ARROW
B,BUDESONIDE BIOGARAN
B,BUDESONIDE CRISTERS
B,BUDESONIDE EG
B,BUDESONIDE EVOLUGEN
B,BUDESONIDE SANDOZ
B,BUDESONIDE TEVA
B,BUDESONIDE TEVA SANTE
B,BUDESONIDE VIATRIS
B,BUDESONIDE ZENTIVA
B,BUDESONIDE/FORMOTEROL SANDOZ FORSPIRO
B,BUGVI
B,BUL BIO SERUM DIPHTERIA
B,BULEVIRTIDE
B,BUPENSAN
B,BUPIVACAIN SINTETICA
B,BUPIVACAINE ACCORD
B,BUPIVACAINE AGUETTANT
B,BUPIVACAINE MYLAN
B,BUPIVACAINE VIATRIS
B,BUPRENORPHINE ARROW
B,BUPRENORPHINE BIOGARAN
B,BUPRENORPHINE CRISTERS
B,BUPRENORPHINE EG
B,BUPRENORPHINE SANDOZ
B,BUPRENORPHINE TEVA
B,BUPRENORPHINE VIATRIS
B,BUPRENORPHINE/NALOXONE ARROW
B,BUPRENORPHINE/NALOXONE VIATRIS
B,BURINEX
B,BUSILVEX
B,BUSPIRONE SANDOZ
B,BUSPIRONE VIATRIS
B,BUSULFAN ACCORD
B,BUSULFAN FRESENIUS KABI
B,BUSULFAN TILLOMED
B,BUVIDAL
B,BYDUREON
B,BYETTA
B,BYFAVO
B,BYLVAY
B,BYOOVIZ
C,CABAZITAXEL ACCORD
C,CABAZITAXEL EVER PHARMA
C,CABAZITAXEL REDDY PHARMA
C,CABAZITAXEL TEVA PHARMA
C,CABAZITAXEL TEVA SANTE
C,CABAZITAXEL TILLOMED
C,CABAZITAXEL VIATRIS
C,CABAZITAXEL ZENTIVA
C,CABERGOLINE TEVA
C,CABERGOLINE ZENTIVA
C,CABESOL
C,CABLIVI
C,CABOMETYX
C,CACIT
C,CACIT VITAMINE D3
C,CADDERA
C,CADELIUS
C,CA-DTPA
C,CADUET
C,CAELYX PEGYLATED LIPOSOMAL
C,CALCIBRONAT
C,CALCIDIA
C,CALCIDOSE
C,CALCIDOSE VITAMINE D3
C,CALCIFEDIOL DESMA
C,CALCIFEDIOL GERDA
C,CALCIFORTE
C,CALCIFORTE VITAMINE D3
C,CALCIGAUROL
C,CALCIGAUROL VITAMINE D3
C,CALCIPARINE
C,CALCIPOTRIOL/BETAMETHASONE SANDOZ
C,CALCIPRAT
C,CALCIPRAT VITAMINE D3
C,CALCITONINE PHARMY II
C,CALCITONINE SANDOZ
C,CALCIUM ARROW
C,CALCIUM EDETATE DE SODIUM SERB
C,CALCIUM SANDOZ
C,CALCIUM VIATRIS
C,CALCIUM VITAMINE D3 ARROW
C,CALCIUM VITAMINE D3 BIOGARAN
C,CALCIUM VITAMINE D3 EG
C,CALCIUM VITAMINE D3 VIATRIS
C,CALCIUM VITAMINE D3 ZYDUS
C,CALCIUM/VITAMINE D3 BENTA
C,CALENDORON
C,CALENDULA COMPLEXE N°89
C,CALENDULA LHF
C,CALENDULA OFFICINALIS TEINTURE MERE BOIRON
C,CALENDULA OFFICINALIS TEINTURE MERE WELEDA
C,CALPEROS
C,CALPEROS D3
C,CALPRIMUM
C,CALQUENCE
C,CALTRATE
C,CALTRATE VITAMINE D3
C,CALYPTOL INHALANT
C,CAMILIA
C,CAMPATH
C,CAMPHRICE DU CANADA
C,CAMPTO
C,CAMZYOS
C,CAN04
C,CANDAZOL
C,CANDESARTAN ARROW
C,CANDESARTAN ARROW LAB
C,CANDESARTAN BIOGARAN
C,CANDESARTAN CRISTERS
C,CANDESARTAN CRISTERS PHARMA
C,CANDESARTAN EG
C,CANDESARTAN EVOLUGEN
C,CANDESARTAN HCS
C,CANDESARTAN SANDOZ
C,CANDESARTAN TEVA
C,CANDESARTAN VIATRIS
C,CANDESARTAN ZENTIVA
C,CANDESARTAN/HYDROCHLOROTHIAZIDE ARROW
C,CANDESARTAN/HYDROCHLOROTHIAZIDE ARROW LAB
C,CANDESARTAN/HYDROCHLOROTHIAZIDE BIOGARAN
C,CANDESARTAN/HYDROCHLOROTHIAZIDE CRISTERS
C,CANDESARTAN/HYDROCHLOROTHIAZIDE EG LABO
C,CANDESARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN
C,CANDESARTAN/HYDROCHLOROTHIAZIDE HCS
C,CANDESARTAN/HYDROCHLOROTHIAZIDE SANDOZ
C,CANDESARTAN/HYDROCHLOROTHIAZIDE TEVA SANTE
C,CANDESARTAN/HYDROCHLOROTHIAZIDE VIATRIS
C,CANDESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA
C,CANDESARTAN/HYDROCHLOROTHIAZIDE ZYDUS
C,CANEPHRON
C,CANNABIS MED EXP
C,CANTABILINE
C,CANTALENE
C,CAPECITABINE ACCORD
C,CAPECITABINE ARROW
C,CAPECITABINE BIOGARAN
C,CAPECITABINE EG
C,CAPECITABINE SANDOZ
C,CAPECITABINE TEVA
C,CAPECITABINE VIATRIS
C,CAPECITABINE ZENTIVA
C,CAPRELSA
C,CAPSION
C,CAPTIMER
C,CAPTOPRIL ARROW
C,CAPTOPRIL BIOGARAN
C,CAPTOPRIL EG
C,CAPTOPRIL SANDOZ
C,CAPTOPRIL VIATRIS
C,CAPTOPRIL ZENTIVA
C,CAPTOPRIL ZYDUS
C,CAPTOPRIL/HYDROCHLOROTHIAZIDE ARROW
C,CAPTOPRIL/HYDROCHLOROTHIAZIDE BIOGARAN
C,CAPTOPRIL/HYDROCHLOROTHIAZIDE CRISTERS
C,CAPTOPRIL/HYDROCHLOROTHIAZIDE EG
C,CAPTOPRIL/HYDROCHLOROTHIAZIDE SANDOZ
C,CAPTOPRIL/HYDROCHLOROTHIAZIDE VIATRIS
C,CAPTOPRIL/HYDROCHLOROTHIAZIDE ZENTIVA
C,CAPZIX
C,CARBACTIVE
C,CARBAGLU
C,CARBAMAZEPINE SANDOZ
C,CARBAMAZEPINE VIATRIS
C,CARBETOCINE AGUETTANT
C,CARBIDOPA AUROBINDO PHARMA
C,CARBOCAINE
C,CARBOCISTEINE ARROW
C,CARBOCISTEINE BIOGARAN CONSEIL
C,CARBOCISTEINE CLARIX
C,CARBOCISTEINE EG
C,CARBOCISTEINE H2 PHARMA
C,CARBOCISTEINE SANDOZ CONSEIL
C,CARBOCISTEINE TEVA CONSEIL
C,CARBOCISTEINE UPSA
C,CARBOCISTEINE VIATRIS CONSEIL
C,CARBOCISTEINE ZENTIVA CONSEIL
C,CARBOLEVURE
C,CARBOPLATINE ACCORD
C,CARBOPLATINE ARROW
C,CARBOPLATINE ARROW LAB
C,CARBOPLATINE HIKMA
C,CARBOPLATINE HOSPIRA
C,CARBOPLATINE MEDAC
C,CARBOPLATINE TEVA
C,CARBOPLATINE VIATRIS
C,CARBOSYLANE
C,CARBOSYMAG
C,CARDENSIEL
C,CARDIOCALM
C,CARDIOMIBI
C,CARDIOXANE
C,CARIBAN
C,CARLIN
C,CARLYTENE
C,CARMIN D'INDIGO PROVINGO
C,CARMUSTINE ACCORD
C,CARMUSTINE ACCORDPHARMA
C,CARMUSTINE MEDAC
C,CARMYNE
C,CARNITENE
C,CAROMINTHE
C,CARTEOL
C,CARTREX
C,CARVECORAL
C,CARVEDILOL ARROW
C,CARVEDILOL BIOGARAN
C,CARVEDILOL EG
C,CARVEDILOL TEVA
C,CARVEDILOL VIATRIS
C,CARVEDILOL ZENTIVA
C,CARVYKTI
C,CASGEVY
C,CASIRIVIMAB/IMDEVIMAB
C,CASODEX
C,CASPOFUNGINE FRESENIUS KABI
C,CASPOFUNGINE HIKMA
C,CASPOFUNGINE LORIEN
C,CASPOFUNGINE REDDY PHARMA
C,CASPOFUNGINE STRAGEN
C,CASPOFUNGINE SUN
C,CASPOFUNGINE TEVA SANTE
C,CASPOFUNGINE TILLOMED
C,CASPOFUNGINE VIATRIS
C,CASTOR EQUI BOIRON
C,CATAPRESAN TTS
C,CATAPRESAN TTS-1
C,CATAPRESSAN
C,CATARSTAT
C,CAVERJECT
C,CAYSTON
C,CB-103
C,CEBEMYXINE
C,CEBESINE
C,CEBUTID
C,CEDACONDA
C,CEENU
C,CEFADROXIL BIOGARAN
C,CEFADROXIL MYLAN
C,CEFALINE HAUTH
C,CEFAZOLINE PANPHARMA
C,CEFAZOLINE VIATRIS
C,CEFEPIME ACCORD
C,CEFEPIME NORIDEM
C,CEFEPIME PANPHARMA
C,CEFEPIME STRAGEN
C,CEFEPIME TAMRISA
C,CEFEPIME VIATRIS
C,CEFEPIME/ZIDEBACTAM WOCKHARDT
C,CEFIXIME ALMUS
C,CEFIXIME ARROW
C,CEFIXIME ARROW LAB
C,CEFIXIME BIOGARAN
C,CEFIXIME CRISTERS
C,CEFIXIME EG
C,CEFIXIME EG LABO
C,CEFIXIME EVOLUGEN
C,CEFIXIME TEVA
C,CEFIXIME VIATRIS
C,CEFIXIME ZYDUS
C,CEFOTAXIME NORIDEM
C,CEFOTAXIME PANPHARMA
C,CEFOTAXIME STERIMAX
C,CEFOTAXIME VIATRIS
C,CEFOXITINE PANPHARMA
C,CEFOXITINE SUBSTIPHARM
C,CEFPODOXIME ARROW
C,CEFPODOXIME ARROW LAB
C,CEFPODOXIME BIOGARAN
C,CEFPODOXIME EG
C,CEFPODOXIME SANDOZ
C,CEFPODOXIME SUN
C,CEFPODOXIME TEVA
C,CEFPODOXIME VIATRIS
C,CEFPODOXIME ZENTIVA
C,CEFPODOXIME ZYDUS
C,CEFTAZIDIME ARROW
C,CEFTAZIDIME PANPHARMA
C,CEFTAZIDIME TAMRISA
C,CEFTAZIDIME VIATRIS
C,CEFTRIAXONE ALMUS
C,CEFTRIAXONE ARROW
C,CEFTRIAXONE BIOGARAN
C,CEFTRIAXONE CRISTERS
C,CEFTRIAXONE EG
C,CEFTRIAXONE EVOLUGEN
C,CEFTRIAXONE PANPHARMA
C,CEFTRIAXONE SANDOZ
C,CEFTRIAXONE SUN
C,CEFTRIAXONE TAMRISA
C,CEFTRIAXONE TEVA SANTE
C,CEFTRIAXONE VIATRIS
C,CEFTRIAXONE ZENTIVA
C,CEFTRIAXONE ZYDUS
C,CEFUROXIME ARROW
C,CEFUROXIME BIOGARAN
C,CEFUROXIME CRISTERS
C,CEFUROXIME KRKA
C,CEFUROXIME PANPHARMA
C,CEFUROXIME SANDOZ
C,CEFUROXIME TEVA
C,CEFUROXIME VIATRIS
C,CEFUROXIME ZENTIVA
C,CEGFILA
C,CELEBREX
C,CELECOXIB ARROW
C,CELECOXIB ARROW LAB
C,CELECOXIB BIOGARAN
C,CELECOXIB CRISTERS
C,CELECOXIB EG
C,CELECOXIB HCS
C,CELECOXIB PFIZER
C,CELECOXIB RANBAXY
C,CELECOXIB SANDOZ
C,CELECOXIB TEVA
C,CELECOXIB VIATRIS
C,CELECOXIB ZENTIVA
C,CELECOXIB ZYDUS
C,CELECTOL
C,CELESTENE
C,CELIPROLOL ALMUS
C,CELIPROLOL ARROW
C,CELIPROLOL BIOGARAN
C,CELIPROLOL CRISTERS
C,CELIPROLOL EG
C,CELIPROLOL EVOLUGEN
C,CELIPROLOL RANBAXY
C,CELIPROLOL SANDOZ
C,CELIPROLOL TEVA
C,CELIPROLOL VIATRIS
C,CELIPROLOL ZENTIVA
C,CELIPROLOL ZYDUS
C,CELLCEPT
C,CELLTOP
C,CELLUVISC
C,CELOCURINE
C,CELSENTRI
C,CELSIOR
C,CEPROTIN
C,CER-001
C,CERAZETTE
C,CERDELGA
C,CERESTAB
C,CERETEC
C,CEREZYME
C,CERIS
C,CERNEVIT
C,CERNITOL
C,CERTICAN
C,CERUBIDINE
C,CERULYSE
C,CERVAGEME
C,CERVARIX
C,CETAFEN
C,CETAVLEX AQUEUX
C,CETAVLON
C,CETINOR
C,CETIRIZINE ALMUS
C,CETIRIZINE ARROW
C,CETIRIZINE ARROW CONSEIL
C,CETIRIZINE ARROW LAB
C,CETIRIZINE BIOGARAN
C,CETIRIZINE BIOGARAN CONSEIL
C,CETIRIZINE CRISTERS
C,CETIRIZINE CRISTERS PHARMA
C,CETIRIZINE EG
C,CETIRIZINE EVOLUGEN
C,CETIRIZINE SANDOZ
C,CETIRIZINE SANDOZ CONSEIL
C,CETIRIZINE TEVA SANTE
C,CETIRIZINE TEVA SANTE CONSEIL
C,CETIRIZINE VIATRIS
C,CETIRIZINE VIATRIS CONSEIL
C,CETIRIZINE ZENTIVA
C,CETRARIA COMPLEXE N°61
C,CETROTIDE
C,CETYLPYRIDINIUM/LYSOZYME ARROW CONSEIL
C,CETYLPYRIDINIUM/LYSOZYME BIOGARAN CONSEIL
C,CEZIBOE
C,CF301
C,CHAMOMILLA VULGARIS 9CH BOIRON
C,CHAMPIX
C,CHARBON DE BELLOC
C,CHELIDONIUM COMPOSE
C,CHELIDONIUM COMPOSE BOIRON
C,CHENODEOXYCHOLIC ACID LEADIANT
C,CHIBRO CADRON
C,CHIBRO-PROSCAR
C,CHIBROXINE
C,CHIROCAINE
C,CHLORAL HYDRAT MBL
C,CHLORAMINOPHENE
C,CHLORAPREP
C,CHLORHEXIDINE ALCOOLIQUE GILBERT HEALTHCARE
C,CHLORHEXIDINE AQUEUSE GILBERT
C,CHLORHEXIDINE ARROW
C,CHLORHEXIDINE ARROW CONSEIL
C,CHLORHEXIDINE BIOGARAN
C,CHLORHEXIDINE DIGLUCONATE HIBI
C,CHLORHEXIDINE DIGLUCONATE/ALCOOL ISOPROPYLIQUE GILBERT HEALTHCARE
C,CHLORHEXIDINE MYLAN
C,CHLORHEXIDINE VIATRIS
C,CHLORHEXIDINE/BENZALKONIUM/ALCOOL BENZYLIQUE BIOGARAN
C,CHLORHEXIDINE/BENZALKONIUM/ALCOOL BENZYLIQUE BIOGARAN CONSEIL
C,CHLORHEXIDINE/BENZALKONIUM/ALCOOL BENZYLIQUE EG LABO CONSEIL
C,CHLORHEXIDINE/BENZALKONIUM/ALCOOL BENZYLIQUE VIATRIS CONSEIL
C,CHLORHEXIDINE/CHLOROBUTANOL ARROW
C,CHLORHEXIDINE/CHLOROBUTANOL BIOGARAN
C,CHLORHEXIDINE/CHLOROBUTANOL BIOGARAN CONSEIL
C,CHLORHEXIDINE/CHLOROBUTANOL EG
C,CHLORHEXIDINE/CHLOROBUTANOL LIBERTY PHARMA
C,CHLORHEXIDINE/CHLOROBUTANOL SANDOZ
C,CHLORHEXIDINE/CHLOROBUTANOL TEVA
C,CHLORHEXIDINE/CHLOROBUTANOL VIATRIS
C,CHLORHEXIDINE/CHLOROBUTANOL ZENTIVA
C,CHLORHEXIDINE/LIDOCAINE CHEMINEAU
C,CHLORHYDRATE DE DILTIAZEM VIATRIS
C,CHLORHYDRATE DE LIDOCAINE RENAUDIN
C,CHLORHYDRATE DE METOCLOPRAMIDE RENAUDIN
C,CHLORHYDRATE DE SEVELAMER WAYMADE
C,CHLORHYDRATE D'HEPTAMINOL LIBERTY PHARMA
C,CHLORHYDRATE D'OXYBUPROCAINE THEA
C,CHLORMADINONE SANDOZ
C,CHLORMADINONE TEVA
C,CHLORMADINONE VIATRIS
C,CHLORUMAGENE
C,CHLORURE DE CALCIUM RENAUDIN
