"id_medicament","Code_EAN_13","Nom","Image_URL","Présentation","Dosage","Distributeur_ou_fabriquant","Composition","Classe_thérapeutique","Statut","Code_ATC","PPV","Prix_hospitalier","Tableau","Indications","Min_Stock","Stock_Actuel","url_medicament"
"577","6118001071654","AZARGA, Collyre","https://medicament.ma/image/15791/","Collyre","10 MG / ML | 5 MG / ML","SOTHEMA","Brinzolamide | Timolol","Préparations antiglaucomateuses et myotiques","Commercialisé","S01ED51","181.60","113.50","A","Réduction de la pression intraoculaire (PIO) chez les patients adultes atteints de glaucome à angle ouvert ou d’hypertonie intraoculaire, pour lesquels la réduction de PIO sous monothérapie est insuffisante.","0","1","https://medicament.ma/medicament/zarga-10mg-5mg-collyre/"
"578","6118001430079","AZATHIOPRINE MYLAN 50 MG, Comprimé pelliculé sécable","https://medicament.ma/image/15791/","Boite de 100","50 MG","VIATRIS PHARMACEUTICALS","Azathioprine","Antinéoplasiques et immunomodulateurs","Commercialisé","L04AX01","226.00","141.70","A","• Transplantation d’organes : prévention du rejet du greffon en association avec des corticostéroïdes ou d’autres agents immunodépresseurs.• Maladies dysimmunitaires :- Traitement du lupus érythémateux systémique, polyarthrite rhumatoïde sévère, hépatite autoimmune, (à l’exclusion des maladies virales), purpura thrombopénique idiopathique, anémie hémolytique auto-immune, dermatomyosite, polymyosite, vascularites systémiques (à l’exception des maladies virales), pemphigus. L’azathioprine est indiqué dans les formes sévères de ces maladies, chez les patients intolérants aux corticoïdes ou corticodépendants ou dont la réponse thérapeutique est insuffisante en dépit de fortes doses de corticoïdes.- Traitement des maladies inflammatoires chroniques intestinales (maladie de Crohn ou rectocolite hémorragique) modérées à sévères chez les patients chez qui une corticothérapie est nécessaire.","0","25","https://medicament.ma/medicament/azathioprine-mylan-50-mg-comprime-pellicule-secable/"
"579","6118000280378","AZIBAC 500 MG, Comprimé","https://medicament.ma/image/15791/","Boite de 3","500 MG","STERIPHARMA","Azithromycine","Antibiotique de la famille des macrolides","Commercialisé","J01FA10","56.10","35.00","A","Elles procèdent de l’activité antibactérienne et des caractéristiques pharmacocinétiques de l’azithromycine. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l’éventail des produits antibactériens actuellement disponibles.Elles sont limitées aux infections dues aux germes définis comme sensibles :• angines documentées à streptocoque A bêta-hémolytique, en alternative au traitement par bêta-lactamines, particulièrement lorsque celui-ci ne peut être utilisé,• surinfections des bronchites aiguës,• exacerbations des bronchites chroniques,• infections stomatologiques.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","28","https://medicament.ma/medicament/azibac-500-mg-comprime/"
"580","6118000250562","AZIMAX 1500 MG, Poudre pour solution orale","https://medicament.ma/image/15791/","Flacon de 37.5 ml","1500 MG","PFIZER MAROC","Azithromycine","Antibiotique de la famille des macrolides","Commercialisé","J01FA10","74.80","46.70","A","Elles procèdent de l’activité antibactérienne et des caractéristiques pharmacocinétiques de l’azithromycine. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l’éventail des produits antibactériens actuellement disponibles.Elles sont limitées aux infections dues aux germes définis comme sensibles :• angines documentées à streptocoque A bêta-hémolytique, en alternative au traitement par bêta-lactamines, particulièrement lorsque celui-ci ne peut être utilisé,• surinfections des bronchites aiguës,• exacerbations des bronchites chroniques,• infections stomatologiques.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","13","https://medicament.ma/medicament/azimax-1500-mg-poudre-pour-solution-orale/"
"581","6118000250029","AZIMAX 900 MG, Poudre pour solution orale","https://medicament.ma/image/15791/","Flacon de 22.5 ml","900 MG","PFIZER MAROC","Azithromycine","Antibiotique de la famille des macrolides","Commercialisé","J01FA10","70.00","43.60","A","Elles procèdent de l’activité antibactérienne et des caractéristiques pharmacocinétiques de l’azithromycine. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l’éventail des produits antibactériens actuellement disponibles.Elles sont limitées aux infections dues aux germes définis comme sensibles :• angines documentées à streptocoque A bêta-hémolytique, en alternative au traitement par bêta-lactamines, particulièrement lorsque celui-ci ne peut être utilisé,• surinfections des bronchites aiguës,• exacerbations des bronchites chroniques,• infections stomatologiques.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","28","https://medicament.ma/medicament/azimax-900-mg-poudre-pour-solution-orale/"
"582","6118000241706","AZIMYCINE 500 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 3","500 MG","PROMOPHARM (HIKMA)","Azithromycine","Antibiotique de la famille des macrolides","Commercialisé","J01FA10","61.70","38.50","A","Elles procèdent de l’activité antibactérienne et des caractéristiques pharmacocinétiques de l’azithromycine. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l’éventail des produits antibactériens actuellement disponibles.Elles sont limitées aux infections dues aux germes définis comme sensibles :• angines documentées à streptocoque A bêta-hémolytique, en alternative au traitement par bêta-lactamines, particulièrement lorsque celui-ci ne peut être utilisé,• surinfections des bronchites aiguës,• exacerbations des bronchites chroniques,• infections stomatologiques.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","22","https://medicament.ma/medicament/azimycine-500-mg-comprime/"
"583","6118000070092","AZITHRIX 200 MG / 5 ML, Poudre pour suspension buvable","https://medicament.ma/image/15791/","Flacon de 15 ml","200 MG / 5 ML","ATLAS PHARM","Azithromycine","Antibiotique de la famille des macrolides","Commercialisé","J01FA10","59.20","37.00","A","Elles procèdent de l’activité antibactérienne et des caractéristiques pharmacocinétiques de l’azithromycine. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l’éventail des produits antibactériens actuellement disponibles.Elles sont limitées aux infections dues aux germes définis comme sensibles :• angines documentées à streptocoque A bêta-hémolytique, en alternative au traitement par bêta-lactamines, particulièrement lorsque celui-ci ne peut être utilisé,• surinfections des bronchites aiguës,• exacerbations des bronchites chroniques,• infections stomatologiques.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","7","https://medicament.ma/medicament/azithrix-200-mg-5-ml-poudre-pour-suspension-buvable/"
"584","6118000070108","AZITHRIX 200 MG / 5 ML, Poudre pour suspension buvable","https://medicament.ma/image/15791/","Flacon de 30 ml","200 MG / 5 ML","ATLAS PHARM","Azithromycine","Antibiotique de la famille des macrolides","Commercialisé","J01FA10","92.50","57.80","A","Elles procèdent de l’activité antibactérienne et des caractéristiques pharmacocinétiques de l’azithromycine. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l’éventail des produits antibactériens actuellement disponibles.Elles sont limitées aux infections dues aux germes définis comme sensibles :• angines documentées à streptocoque A bêta-hémolytique, en alternative au traitement par bêta-lactamines, particulièrement lorsque celui-ci ne peut être utilisé,• surinfections des bronchites aiguës,• exacerbations des bronchites chroniques,• infections stomatologiques.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","21","https://medicament.ma/medicament/azithrix-200-mg-5-ml-poudre-pour-suspension-buvable-2/"
"585","6118000070115","AZITHRIX 500 MG, Comprimé pelliculé","https://medicament.ma/image/15791/","Boîte de 3","500 MG","ATLAS PHARM","Azithromycine","Antibiotique de la famille des macrolides","Commercialisé","J01FA10","74.50","46.50","A","Elles procèdent de l’activité antibactérienne et des caractéristiques pharmacocinétiques de l’azithromycine. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l’éventail des produits antibactériens actuellement disponibles.Elles sont limitées aux infections dues aux germes définis comme sensibles :• angines documentées à streptocoque A bêta-hémolytique, en alternative au traitement par bêta-lactamines, particulièrement lorsque celui-ci ne peut être utilisé,• surinfections des bronchites aiguës,• exacerbations des bronchites chroniques,• infections stomatologiques.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","18","https://medicament.ma/medicament/azithrix-500-mg-comprime-pellicule/"
"587","6118000041245","AZIX 1500 MG, Poudre pour solution orale","https://medicament.ma/image/15791/","Flacon de 37,5 ml","1500 MG","BOTTU S.A.","Azithromycine","Antibiotique de la famille des macrolides","Commercialisé","J01FA10","74.80","46.70","A","Elles procèdent de l’activité antibactérienne et des caractéristiques pharmacocinétiques de l’azithromycine. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l’éventail des produits antibactériens actuellement disponibles.Elles sont limitées aux infections dues aux germes définis comme sensibles :• angines documentées à streptocoque A bêta-hémolytique, en alternative au traitement par bêta-lactamines, particulièrement lorsque celui-ci ne peut être utilisé,• surinfections des bronchites aiguës,• exacerbations des bronchites chroniques,• infections stomatologiques.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","37","https://medicament.ma/medicament/azix-1500-mg-poudre-pour-solution-orale/"
"588","6118000040941","AZIX 500 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 3","500 MG","BOTTU S.A.","Azithromycine","Antibiotique de la famille des macrolides","Commercialisé","J01FA10","74.50","46.60","A","Elles procèdent de l’activité antibactérienne et des caractéristiques pharmacocinétiques de l’azithromycine. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l’éventail des produits antibactériens actuellement disponibles.Elles sont limitées aux infections dues aux germes définis comme sensibles :• angines documentées à streptocoque A bêta-hémolytique, en alternative au traitement par bêta-lactamines, particulièrement lorsque celui-ci ne peut être utilisé,• surinfections des bronchites aiguës,• exacerbations des bronchites chroniques,• infections stomatologiques.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","36","https://medicament.ma/medicament/azix-500-mg-comprime/"
"589","6118000041238","AZIX 900 MG, Poudre pour solution orale","https://medicament.ma/image/15791/","Flacon de 22.5 ml","900 MG","BOTTU S.A.","Azithromycine","Antibiotique de la famille des macrolides","Commercialisé","J01FA10","65.40","40.90","A","Elles procèdent de l’activité antibactérienne et des caractéristiques pharmacocinétiques de l’azithromycine. Elles tiennent compte à la fois des études cliniques auxquelles a donné lieu ce médicament et de sa place dans l’éventail des produits antibactériens actuellement disponibles.Elles sont limitées aux infections dues aux germes définis comme sensibles :• angines documentées à streptocoque A bêta-hémolytique, en alternative au traitement par bêta-lactamines, particulièrement lorsque celui-ci ne peut être utilisé,• surinfections des bronchites aiguës,• exacerbations des bronchites chroniques,• infections stomatologiques.Il convient de tenir compte des recommandations officielles concernant l’utilisation appropriée des antibactériens.","0","13","https://medicament.ma/medicament/azix-900-mg-poudre-pour-solution-orale/"
"590","6118000240075","AZOLE 4 %, Suspension buvable","https://medicament.ma/image/15791/","Flacon de 10 ml","4 %","PROMOPHARM (HIKMA)","Albendazole","Antiparasitaire","Commercialisé","P02CA03","21.90","13.70","Aucun","Infections intestinales et cutanées- oxyurose (Enterobius vermicularis),- ascaridiose (Ascaris lumbricoïdes),- ankylostomose (Ankylostoma duodenale, Necator americanus),- trichocéphalose (Trichuris trichiura),- anguillulose (Strongyloïdes stercoralis),- taeniasis (Taenia saginata, Taenia solium), le traitement par l'albendazole ne doit être envisagé qu'en cas de parasitoses associées sensibles à l'albendazole,- giardioses (Giardia intestinalis ou duodenalis) de l’enfant.","0","21","https://medicament.ma/medicament/azole-4-suspension-buvable/"
"591","6118000240068","AZOLE 400 MG, Comprimé enrobé","https://medicament.ma/image/15791/","Boîte de 1","400 MG","PROMOPHARM (HIKMA)","Albendazole","ANTIPARASITAIRE","Commercialisé","P02CA03","19.90","12.50",NULL,"Infections intestinales et cutanées- oxyurose (Enterobius vermicularis),- ascaridiose (Ascaris lumbricoïdes),- ankylostomose (Ankylostoma duodenale, Necator americanus),- trichocéphalose (Trichuris trichiura),- anguillulose (Strongyloïdes stercoralis),- taeniasis (Taenia saginata, Taenia solium), le traitement par l'albendazole ne doit être envisagé qu'en cas de parasitoses associées sensibles à l'albendazole,- giardioses (Giardia intestinalis ou duodenalis) de l’enfant.","0","19","https://medicament.ma/medicament/azole-400-mg-comprime-enrobe/"
"592","6118001070114","AZOPT 10 MG / ML, Collyre","https://medicament.ma/image/15791/","Flacon de 5 ml","10 MG / ML","SOTHEMA","Brinzolamide","Inhibiteur de l'anhydrase carbonique","Commercialisé","S01ED51","77.10","48.20","A","Le collyre en suspension Azopt est indiqué en monothérapie ou en association à un bêtabloquant topique (lorsque ce traitement seul n'a pas permis d'obtenir un effet suffisant) pour traiter la pression intraoculaire trop élevée en cas de:hypertension intraoculaire, glaucome à angle ouvert.","0","29","https://medicament.ma/medicament/azopt-10-mgml-collyre/"
"593","6118001101801","AZYTER 15 MG / G, Collyre en solution","https://medicament.ma/image/15791/","Boîte de 6 récipients unidoses","15 MG / G","COOPER PHARMA","Azithromycine","Antibiotique de la famille des macrolides","Commercialisé","S01AA26","71.20","44.50","A","AZYTER est indiqué pour le traitement curatif local antibactérien des conjonctivites dues à des germes sensibles:- Conjonctivites bactériennes purulentes, chez les enfants (de la naissance à 17 ans) et les adultes.- Conjonctivites trachomateuses dues à Chlamydia trachomatis, chez les enfants (de la naissance à 17 ans) et les adultes (voir rubrique 4.4 « Utilisation chez les nouveau-nés »).- Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibactériens.","0","1","https://medicament.ma/medicament/azyter-15mgg-collyre-en-solution/"
"595","6118001300013","BACQURE 500 MG / 500 MG, Poudre pour perfusion","https://medicament.ma/image/15791/","Flacon de 30 ML","500 MG | 500 MG","SUN PHARMACEUTICALS MOROCCO LLC","Imipeneme | Cilastatine","Antibiotique de la famille des bétalactamines ( CARBAPENEMS )","Commercialisé","J01DH51","116.00","72.50","A","L’association IMIPENEME-CILASTATINE est indiquée dans le traitement des infections suivantes chez l’adulte et l’enfant âgé de 1 an et plus:- infections intra-abdominales compliquées,- pneumonies sévères, incluant les pneumonies acquises à l'hôpital et sous ventilation mécanique,- infections intra-partum et post-partum,- infections urinaires compliquées,- infections compliquées de la peau et des tissus mous.L’association IMIPENEME-CILASTATINE peut être utilisée chez les patients neutropéniques présentant une fièvre dont l'origine bactérienne est suspectée.Traitement des patients présentant une bactériémie associée ou suspectée d'être associée à l'une des infections citées ci-dessus.Il convient de tenir compte des recommandations officielles relatives à l’utilisation appropriée des agents antibactériens.","0","2","https://medicament.ma/medicament/bacqure-poudre-pour-perfusion-500500mg/"
"596","6118000140733","BACTALL 250 MG, Comprimé enrobé","https://medicament.ma/image/15791/","Boîte de 10","250 MG","NOVOPHARMA","Ciprofloxacine","Antibiotique de la famille des fluoroquinolones","Commercialisé","J01MA02","31.80","19.90","A","La ciprofloxacine est indiquée dans le traitement des infections suivantes. Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibiotiques.Avant le début du traitement, il faut tenir compte en particulier des informations disponibles relatives aux résistances, en particulier des recommandations d'utilisation visant à éviter l'augmentation de la résistance aux antibiotiques.Dans le cas des infections non compliquées, la ciprofloxacine ne sera utilisé que lorsque d'autres antibiotiques qui sont habituellement recommandés pour le traitement initial des infections en question sont considérés comme inappropriés ou ont échoué.Adultes•	Infections des voies respiratoires inférieures provoquées par des bactéries à Gram négatifo	Exacerbations de la bronchopneumopathie chronique obstructive (BPCO)o	Infections bronchopulmonaires en cas de fibrose kystique ou de bronchectasieo	Pneumonie•	Otite moyenne purulente chronique•	Aggravation aiguë de la sinusite chronique, en particulier lorsqu'elle est provoquée par des bactéries à Gram négatif•	Infections urinaires•	Infections génitales à condition que des souches de Neisseria gonorrhoeae résistantes à la ciprofloxacine aient pu être exclues.o	Urétrite et cervicite à gonocoqueso	Orchi-épididymiteo	Affections inflammatoires pelviennes (PID)•	Infections du tube digestif (par ex. diarrhée de voyage)•	Infections intra-abdominales•	Infections de la peau et des tissus mous dues à des bactéries à Gram négatif•	Otite externe maligne•	Infections osseuses et articulaires•	Prévention d'infections invasives à Neisseria meningitidis•	Inhalation d'agents de la maladie du charbon (prophylaxie post-exposition et traitement)La ciprofloxacine convient au traitement des patients neutropéniques avec fièvre, si l'on soupçonne que la fièvre est causée par une infection bactérienne.Enfants et adolescents•	Infections bronchopulmonaires provoquées par Pseudomonas aeruginosa chez les patients atteints de fibrose kystique.•	Chez les enfants dès 1 an comme médicament de troisième choix dans le traitement des infections urinaires compliquées et en cas de pyélonéphrite provoquée par E. coli. L'indication du traitement ne sera posée qu'en accord avec le spécialiste, soit un pédiatre infectiologue ou un infectiologue.Chez les enfants et les adolescents, la ciprofloxacine peut également être utilisée en cas d'infections graves si ce traitement est jugé nécessaire.Le traitement ne doit être initié que par un médecin expérimenté dans le traitement de la fibrose kystique et/ou d'infections graves chez les enfants et les adolescents.Des études cliniques portant sur les indications susmentionnées ont été réalisées. Pour d'autres indications, l'expérience clinique est limitée.Les enfants de moins de 6 ans doivent être traités avec une forme galénique adéquate, avec une suspension ou une perfusion de ciprofloxacine.Charbon (adultes et enfants)Pour la prophylaxie post-exposition et pour le traitement du charbon après inhalation du germe Bacillus anthracis. L'efficacité de la ciprofloxacine dans le charbon a été démontrée par des expérimentations chez l'animal. Chez les enfants, les adolescents et les femmes enceintes, il faut vérifier s'il n'est pas possible de passer à un traitement par (amino )pénicilline lorsqu'on dispose de l'antibiogramme de la souche de Bacillus anthracis impliquée.","0","12","https://medicament.ma/medicament/bactall-250-mg-comprime-enrobe/"
"597","6118000140740","BACTALL 500 MG, Comprimé enrobé","https://medicament.ma/image/15791/","Boîte de 10","500 MG","NOVOPHARMA","Ciprofloxacine","Antibiotique de la famille des fluoroquinolones","Commercialisé","J01MA02","57.90","36.20","A","La ciprofloxacine est indiquée dans le traitement des infections suivantes. Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibiotiques.Avant le début du traitement, il faut tenir compte en particulier des informations disponibles relatives aux résistances, en particulier des recommandations d'utilisation visant à éviter l'augmentation de la résistance aux antibiotiques.Dans le cas des infections non compliquées, la ciprofloxacine ne sera utilisé que lorsque d'autres antibiotiques qui sont habituellement recommandés pour le traitement initial des infections en question sont considérés comme inappropriés ou ont échoué.Adultes•	Infections des voies respiratoires inférieures provoquées par des bactéries à Gram négatifo	Exacerbations de la bronchopneumopathie chronique obstructive (BPCO)o	Infections bronchopulmonaires en cas de fibrose kystique ou de bronchectasieo	Pneumonie•	Otite moyenne purulente chronique•	Aggravation aiguë de la sinusite chronique, en particulier lorsqu'elle est provoquée par des bactéries à Gram négatif•	Infections urinaires•	Infections génitales à condition que des souches de Neisseria gonorrhoeae résistantes à la ciprofloxacine aient pu être exclues.o	Urétrite et cervicite à gonocoqueso	Orchi-épididymiteo	Affections inflammatoires pelviennes (PID)•	Infections du tube digestif (par ex. diarrhée de voyage)•	Infections intra-abdominales•	Infections de la peau et des tissus mous dues à des bactéries à Gram négatif•	Otite externe maligne•	Infections osseuses et articulaires•	Prévention d'infections invasives à Neisseria meningitidis•	Inhalation d'agents de la maladie du charbon (prophylaxie post-exposition et traitement)La ciprofloxacine convient au traitement des patients neutropéniques avec fièvre, si l'on soupçonne que la fièvre est causée par une infection bactérienne.Enfants et adolescents•	Infections bronchopulmonaires provoquées par Pseudomonas aeruginosa chez les patients atteints de fibrose kystique.•	Chez les enfants dès 1 an comme médicament de troisième choix dans le traitement des infections urinaires compliquées et en cas de pyélonéphrite provoquée par E. coli. L'indication du traitement ne sera posée qu'en accord avec le spécialiste, soit un pédiatre infectiologue ou un infectiologue.Chez les enfants et les adolescents, la ciprofloxacine peut également être utilisée en cas d'infections graves si ce traitement est jugé nécessaire.Le traitement ne doit être initié que par un médecin expérimenté dans le traitement de la fibrose kystique et/ou d'infections graves chez les enfants et les adolescents.Des études cliniques portant sur les indications susmentionnées ont été réalisées. Pour d'autres indications, l'expérience clinique est limitée.Les enfants de moins de 6 ans doivent être traités avec une forme galénique adéquate, avec une suspension ou une perfusion de ciprofloxacine.Charbon (adultes et enfants)Pour la prophylaxie post-exposition et pour le traitement du charbon après inhalation du germe Bacillus anthracis. L'efficacité de la ciprofloxacine dans le charbon a été démontrée par des expérimentations chez l'animal. Chez les enfants, les adolescents et les femmes enceintes, il faut vérifier s'il n'est pas possible de passer à un traitement par (amino )pénicilline lorsqu'on dispose de l'antibiogramme de la souche de Bacillus anthracis impliquée.","0","29","https://medicament.ma/medicament/bactall-500-mg-comprime-enrobe/"
"603","6118001183371","BARACLUDE 0.5 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 30","0.5 MG","MAPHAR","Entécavir","Antiviral","Commercialisé","J05AF10","5266.00","5009.00","A","L’entécavir est indiqué dans le traitement des patients adultes atteints d'une infection chronique par le virus de l'hépatite B (VHB) présentant•	une maladie hépatique compensée avec la mise en évidence d'une réplication virale active et avec au moins l'un des critères suivants:o	élévation persistante des taux sériques d'alanine aminotransférase (ALAT).o	inflammation active et/ou fibrose histologiquement prouvées.•	une maladie hépatique décompensée.Cette indication est basée sur des données histologiques, virologiques, biochimiques et sérologiques provenant d'études chez des adultes traités par l'entécavir pour une infection chronique par le VHB (AgHBe positif ou AgHBe négatif) et présentant une maladie hépatique compensée. De plus, il existe des données virologiques, biochimiques et sérologiques et des données de sécurité provenant d'une étude contrôlée chez des adultes atteints d'une infection chronique par le VHB et d'une maladie hépatique décompensée ainsi que des données limitées sur des patients adultes avec une co-infection par le VIH/VHB ayant été prétraités par la lamivudine.","0","15","https://medicament.ma/medicament/baraclude-05-mg-comprime/"
"605","6118001072781","BASALOG 100 UI, Solution injectable [Ins]","https://medicament.ma/image/15791/","Boite d'une cartouche de 3 ml","100 UI","SOTHEMA","Insuline glargine","Insuline humaine analogue à action lente","Commercialisé","A10AE04","106.80","66.00","C",NULL,"0","10","https://medicament.ma/medicament/basalog-100-ui-solution-injectable-3/"
"615","6118000170075","BAYCUTENE, Créme","https://medicament.ma/image/15791/","Tube 15 g","1 % / 0,0443 %","BAYER S.A","Clotrimazole | Dexamethasone","Antifongique et anti-inflammatoire stéroïdien","Commercialisé","D01AE","21.30","13.30","A",NULL,"0","0","https://medicament.ma/medicament/baycutene-n-100443-creme/"
"616","6118001390076","BCG CULTURE SSI, Poudre et solvant pour suspension intra vesicale [V]","https://medicament.ma/image/15791/","4 flacons",NULL,"INSTITUT PASTEUR MAROC","Mycobacterium bovis BCG, souche Danoise 1331, atténuée","Vaccin","Commercialisé",NULL,"1491.00","1226.00",NULL,"Traitement du carcinome urothélial non-invasif de la vessie :# Traitement curatif du carcinome in situ.# Traitement prophylactique de la récidive du :- carcinome urothélial limitée à la muqueuse :. pTa G1‑G2 s’il s’agit d’une tumeur multifocale et/ou récidivante.. pTa G3.- carcinome urothélial envahissant la lamina propria mais non dans la musculeuse de la vessie (pT1).- carcinome in situ.","0","19","https://medicament.ma/medicament/bcg-culture-ssi-poudre-et-solvant-pour-suspension-injectable/"
"624","6118000070139","BELMAZOL 20 MG, Gélule","https://medicament.ma/image/15791/","Boîte de 28","20 MG","AFRIC-PHAR","Oméprazole","Antiulcéreux, inhibiteur de la pompe à protons (IPP)","Commercialisé","A02BC01","89.70","56.10","C",NULL,"0","11","https://medicament.ma/medicament/belmazol-20-mg-gelule-2/"
"625","6118000070122","BELMAZOL 20 MG, Gélule","https://medicament.ma/image/15791/","Boîte de 14","20 MG","AFRIC-PHAR","Oméprazole","Antiulcéreux, inhibiteur de la pompe à protons (IPP)","Commercialisé","A02BC01","45.90","28.60","C","L’oméprazole est utilisé pour traiter les affections suivantes :Chez les adultes :- le reflux gastro-œsophagien (RGO). L’acide de l’estomac remonte au niveau de l’œsophage (le tube qui relie la gorge à l’estomac) entraînant douleur, inflammation et brûlures.- les ulcères de la partie haute de votre intestin (ulcère duodénal) ou de votre estomac (ulcère gastrique).- les ulcères infectés par une bactérie appelée Helicobacter pylori. Dans ce cas, votre médecin peut également vous prescrire des antibiotiques qui permettent de traiter l’infection et de guérir l’ulcère.- les ulcères de l’estomac associés à la prise d’anti-inflammatoires non stéroïdiens (AINS). L’oméprazole peut aussi être utilisé pour la prévention de ceux-ci si vous prenez des AINS.- un excès d’acide dans l’estomac dû à une grosseur au niveau du pancréas (syndrome de Zollinger-Ellison)Chez les enfants :Enfants âgés de plus d’un an et avec un poids corporel ≥ 10 kg- le reflux gastro-œsophagien (RGO). L’acide de l’estomac remonte au niveau de l’œsophage (le tube qui relie la gorge à l’estomac) entraînant douleur, inflammation et brûlures.- Les symptômes chez l’enfant peuvent comprendre des remontées dans la bouche du contenu de l'estomac (régurgitation), des vomissements et une prise de poids limitée.Enfants âgés de plus de 4 ans et adolescentsles ulcères infectés par une bactérie appelée Helicobacter pylori. Dans ce cas, le médecin peut également prescrire à votre enfant des antibiotiques qui permettent de traiter l’infection et de guérir l’ulcère.","0","12","https://medicament.ma/medicament/belmazol-20-mg-gelule/"
"626","6118000071624","BELMAZOL 20 MG, Gélule","https://medicament.ma/image/15791/","Boite de 7","20 MG","AFRIC-PHAR","Oméprazole","Antiulcéreux, inhibiteur de la pompe à protons (IPP)","Commercialisé","A02BC01","21.00","13.10","C","L’oméprazole est utilisé pour traiter les affections suivantes :Chez les adultes :- le reflux gastro-œsophagien (RGO). L’acide de l’estomac remonte au niveau de l’œsophage (le tube qui relie la gorge à l’estomac) entraînant douleur, inflammation et brûlures.- les ulcères de la partie haute de votre intestin (ulcère duodénal) ou de votre estomac (ulcère gastrique).- les ulcères infectés par une bactérie appelée Helicobacter pylori. Dans ce cas, votre médecin peut également vous prescrire des antibiotiques qui permettent de traiter l’infection et de guérir l’ulcère.- les ulcères de l’estomac associés à la prise d’anti-inflammatoires non stéroïdiens (AINS). L’oméprazole peut aussi être utilisé pour la prévention de ceux-ci si vous prenez des AINS.- un excès d’acide dans l’estomac dû à une grosseur au niveau du pancréas (syndrome de Zollinger-Ellison)Chez les enfants :Enfants âgés de plus d’un an et avec un poids corporel ≥ 10 kg- le reflux gastro-œsophagien (RGO). L’acide de l’estomac remonte au niveau de l’œsophage (le tube qui relie la gorge à l’estomac) entraînant douleur, inflammation et brûlures.- Les symptômes chez l’enfant peuvent comprendre des remontées dans la bouche du contenu de l'estomac (régurgitation), des vomissements et une prise de poids limitée.Enfants âgés de plus de 4 ans et adolescentsles ulcères infectés par une bactérie appelée Helicobacter pylori. Dans ce cas, le médecin peut également prescrire à votre enfant des antibiotiques qui permettent de traiter l’infection et de guérir l’ulcère.","0","11","https://medicament.ma/medicament/belmazol-20-mg-gelule-3/"
"628","6118000240143","BENCLAMID 5 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 30","5 MG","PROMOPHARM (HIKMA)","Glibenclamide","Antidiabétique, sulfonylurée","Commercialisé","A10BB01","20.00","12.50","A","Diabète non insulino-dépendant (diabète de type 2), lorsque le régime, l'exercice physique et la réduction de poids ne suffisent pas à eux seuls à atteindre des valeurs adéquates de glycémie.","0","39","https://medicament.ma/medicament/benclamid-5-mg-comprime/"
"629","6118000240150","BENCLAMID 5 MG, Comprimé","https://medicament.ma/image/15791/","Boîte de 60","5 MG","PROMOPHARM (HIKMA)","Glibenclamide","Antidiabétique, sulfonylurée","Commercialisé","A10BB01","36.20","22.60","A","Diabète non insulino-dépendant (diabète de type 2), lorsque le régime, l'exercice physique et la réduction de poids ne suffisent pas à eux seuls à atteindre des valeurs adéquates de glycémie.","0","3","https://medicament.ma/medicament/benclamid-5-mg-comprime-2/"
