url,name,details
https://medicament.ma/medicament/coveram-10mg10mg-comprime/,"COVERAM 10 MG / 10 MG, Comprimé",Boite de 30 - PPV: 226.00 dhs
https://medicament.ma/medicament/coveram-10mg5mg/,"COVERAM 10 MG / 5 MG, Comprimé",Boite de 30 - PPV: 208.00 dhs
https://medicament.ma/medicament/coveram-5-mg-10-mg-comprime/,"COVERAM 5 MG / 10 MG, Comprimé",Boite de 30 - PPV: 158.10 dhs
https://medicament.ma/medicament/coveram-5-mg-5-mg-comprime/,"COVERAM 5 MG / 5 MG, Comprimé",Boite de 30 - PPV: 140.20 dhs
https://medicament.ma/medicament/coversyl-10-mg-comprime-pellicule/,"COVERSYL 10 MG, Comprimé pelliculé",Boîte de 30 - PPV: 142.70 dhs
https://medicament.ma/medicament/coversyl-5-mg-comprime-pellicule-secable/,"COVERSYL 5 MG, Comprimé pelliculé sécable",Boîte de 30 - PPV: 92.00 dhs
https://medicament.ma/medicament/cozaar-100-mg-comprime-pellicule/,"COZAAR 100 MG, Comprimé pelliculé",Boîte de 28 - PPV: 149.30 dhs
https://medicament.ma/medicament/cozaar-50-mg-comprime-enrobe/,"COZAAR 50 MG, Comprimé enrobé",Boîte de 28 - PPV: 89.50 dhs
https://medicament.ma/medicament/creon-10-000-u-gelule-contenant-des-microspheres-gastro-resistantes/,"CREON 10 000 U, Gélule contenant des microsphères gastro-résistantes",Flacon de 50 - PPV: 121.70 dhs
https://medicament.ma/medicament/creon-25-000-u-gelule-contenant-des-microspheres-gastro-resistantes/,"CREON 25 000 U, Gélule contenant des microsphères gastro-résistantes",Flacon de 50 - PPV: 223.00 dhs
https://medicament.ma/medicament/cresemba-100-mg-gelule/,"CRESEMBA 100 MG, Gélule",Boite de 14 - PPV: 6359.00 dhs
https://medicament.ma/medicament/cresemba-200-mg-poudre-pour-solution-a-diluer/,"CRESEMBA 200 MG, Poudre pour solution à diluer",10 ML - PPV: 3891.00 dhs
https://medicament.ma/medicament/crestor-10-mg-comprime-pellicule/,"CRESTOR 10 MG, Comprimé pelliculé",Boîte de 30 - PPV: 167.00 dhs
https://medicament.ma/medicament/crestor-20-mg-comprime-pellicule/,"CRESTOR 20 MG, Comprimé pelliculé",Boîte de 30 - PPV: 250.00 dhs
https://medicament.ma/medicament/crestor-5-mg-comprime/,"CRESTOR 5 MG, Comprimé pelliculé",Boite de 30 - PPV: 114.10 dhs
https://medicament.ma/medicament/cristal-adu-suppositoire/,"CRISTAL ADULTE, Suppositoire",Boîte de 10 - PPV: 8.40 dhs
https://medicament.ma/medicament/cristal-enfant-suppositoire/,"CRISTAL ENFANT, Suppositoire",Boîte de 10 - PPV: 8.40 dhs
https://medicament.ma/medicament/cristal-nour-suppositoire/,"CRISTAL NOURRISSON, Suppositoire",Boîte de 10 - PPV: 8.40 dhs
https://medicament.ma/medicament/crizepine-100-mg5-ml-suspension-buvable/,"CRIZEPINE 100 MG / 5 ML, Suspension buvable [P]",Flacon de 150 ml - PPV: 38.30 dhs
https://medicament.ma/medicament/crizepine-200-mg-comprime-secable-2/,"CRIZEPINE 200 MG, Comprimé sécable [P]",Boîte de 50 - PPV: 47.90 dhs
https://medicament.ma/medicament/cromabak-20mgml-collyre/,"CROMABAK 20 MG / ML, Collyre",Flacon de 10 ml - PPV: 54.10 dhs
https://medicament.ma/medicament/cronodine-lp-120-mg-gelule/,"CRONODINE LP 120 MG, Gélule",Boîte de 30 - PPV: 113.50 dhs
https://medicament.ma/medicament/cronodine-lp-240-mg-gelule/,"CRONODINE LP 240 MG, Gélule",Boîte de 30 - PPV: 165.00 dhs
https://medicament.ma/medicament/cross-4-mg-ml-goutte-occulaire-en-unidose-refermable/,"CROSS 4 MG / ML, Goutte oculaire en unidose refermable",Boite de 10 - PPC: 105.00 dhs
https://medicament.ma/medicament/curacid-fast-comprime/,"CURACID FAST, Comprimé",Boite de 30 - PPC: 98.00 dhs
https://medicament.ma/medicament/curacne-10-mg-capsule-molle/,"CURACNE 10 MG, Capsule molle",Boîte de 30 - PPV: 142.30 dhs
https://medicament.ma/medicament/curacne-20-mg-capsule-molle/,"CURACNE 20 MG, Capsule molle",Boîte de 30 - PPV: 270.00 dhs
https://medicament.ma/medicament/curacne-40-mg-capsule-molle/,"CURACNE 40 MG, Capsule molle",Boîte de 30 - PPV: 483.00 dhs
https://medicament.ma/medicament/curacne-5-mg-capsule-molle/,"CURACNE 5 MG, Capsule molle",Boîte de 30 - PPV: 114.90 dhs
https://medicament.ma/medicament/curam-500mg-compprime-enrobe/,"CURAM 1 G / 125 MG, Sachet",Boîte de 16 - PPV: 108.40 dhs
https://medicament.ma/medicament/curam-1g125mg-poudre-pour-suspension-buvable-en-sachets/,"CURAM 1G / 125 MG, Sachet",Boîte de 12 - PPV: 82.20 dhs
https://medicament.ma/medicament/curarti-forte-comprime/,"CURARTI FORTE, Comprimé",Boite de 30 - PPC: 149.50 dhs
https://medicament.ma/medicament/curarti-forte-comprime-2/,"CURARTI FORTE, Comprimé",Boite de 15 - PPC: 89.50 dhs
https://medicament.ma/medicament/curarti-gel/,CURARTI GEL,Tube de 100 ml - PPC: 99.50 dhs
https://medicament.ma/medicament/curcudose-gelule/,"CURCUDOSE, Gélule",Boite de 30 - PPC: 145.00 dhs
https://medicament.ma/medicament/curcuraflex-forte-gelule/,"CURCUFLEX FORTE, Gélule",Boite de 30 - PPC: 83.00 dhs
https://medicament.ma/medicament/curcuraflex-forte-gelule-2/,"CURCUFLEX FORTE, Gélule",Boite de 60 - PPC: 139.00 dhs
https://medicament.ma/medicament/cureaml-500mg-gelule/,"CUREAML 500 MG, Gélule",Boite de 30 - PPV: 69.50 dhs
https://medicament.ma/medicament/curosurf-120-mg/,"CUROSURF 120 MG / 1.5 MG, Suspension pour instillation endotracheobronchique",Flacon de 1.5 ML - PPV: 4205.00 dhs
https://medicament.ma/medicament/curtec-1mg1ml-solution-buvable/,"CURTEC 1 MG / ML, Solution buvable",Flacon de 60 ml - PPV: 18.70 dhs
https://medicament.ma/medicament/curtec-10-mg-comprime-2/,"CURTEC 10 MG, Comprimé",Boite de 30 - PPV: 82.20 dhs
https://medicament.ma/medicament/curtec-10-mg-comprime/,"CURTEC 10 MG, Comprimé sécable",Boîte de 15 - PPV: 42.80 dhs
https://medicament.ma/medicament/cutacnyl-01-gel/,"CUTACNYL 10 %, Gel",Tube de 40 g - PPV: 34.50 dhs
https://medicament.ma/medicament/cutacnyl-0025-gel/,"CUTACNYL 2.5 %, Gel",Tube de 40 g - PPV: 27.30 dhs
https://medicament.ma/medicament/cutacnyl-005-gel/,"CUTACNYL 5 %, Gel",Tube de 40 g - PPV: 34.50 dhs
https://medicament.ma/medicament/cyclo-3-fort-gelule/,"CYCLO 3 FORT , Gélule",Boîte de 30 - PPV: 69.90 dhs
https://medicament.ma/medicament/cyclo-3-fort-solution-buvable/,"CYCLO 3 FORT, Solution buvable",Boîte de 30 - PPV: 81.10 dhs
https://medicament.ma/medicament/cyclolux-0-5-mmol-ml-solution-injectable-2/,"CYCLOLUX 0.5 MMOL / ML, Solution injectable",Flacon de 15 ml - PPV: 390.00 dhs
https://medicament.ma/medicament/cyclolux-0-5-mmol-ml-solution-injectable/,"CYCLOLUX 0.5 MMOL/ ML, Solution injectable",Boite d'un flacon de 10 ML - PPV: 267.00 dhs
https://medicament.ma/medicament/cyclomide-novopharma-1000-mg-poudre-pour-usage-parenterale/,"CYCLOMIDE NOVOPHARMA 1000 MG, Poudre pour usage parentérale",Flacon de 1000 mg - PPV: 80.00 dhs
https://medicament.ma/medicament/cyclomide-novopharma-500-mg-poudre-pour-usage-parenterale/,"CYCLOMIDE NOVOPHARMA 500 MG, Poudre pour usage parentérale",Flacon de 500 mg - PPV: 47.00 dhs
https://medicament.ma/medicament/cymbalta-60-mg-gelule/,"CYMBALTA 60 MG, Gélule [P]",Boîte de 28 - PPV: 274.00 dhs
https://medicament.ma/medicament/cymevene-500-mg-lyophilisat-pour-usage-parenteral/,"CYMEVENE 500 MG, Lyophilisat pour usage parentéral",Boîte d'un flacon - PPV: 537.00 dhs
https://medicament.ma/medicament/cyramza-10-mg-ml-solution-a-diluer-pour-perfusion/,"CYRAMZA 10 MG / ML, Solution à diluer pour perfusion",Un flacon de 10 ML de solution - PPV: 4999.00 dhs
https://medicament.ma/medicament/cystinat-comprime/,"CYSTINAT, Comprimé",Boite de 28 - PPC: 104.00 dhs
https://medicament.ma/medicament/cyteal-250-ml-solution-moussante/,"CYTEAL 250 ML, Solution moussante",Flacon de 250 ml - PPV: 27.10 dhs
https://medicament.ma/medicament/cyteal-500-ml-solution-moussante/,"CYTEAL 500 ML, Solution moussante",Flacon de 500 - PPV: 46.10 dhs
https://medicament.ma/medicament/cytomib-3-5-mg-poudre-pour-solution-injectable/,"CYTOMIB 3.5 MG, Poudre pour solution injectable",Boite de 1 flacon de 10 ML - PPV: 3306.00 dhs
https://medicament.ma/medicament/dblastin-20/,"D-BLASTIN 20 MG, Poudre pour perfusion",Boite unitaire - PPV: 126.00 dhs
https://medicament.ma/medicament/d-cure-2400-uiml-solution-buvable/,"D-CURE 2400 UI / ML, Solution buvable en goutte",Flacon de 10 ml - PPV: 51.50 dhs
https://medicament.ma/medicament/d-cure-ampoule-buvable/,"D-CURE 25000 UI, Ampoule buvable",Boite de 4 - PPV: 56.30 dhs
https://medicament.ma/medicament/d-cure-calcium-1000-mg-1000-mg-comprime-a-croquer-2/,"D-CURE CALCIUM 1000 MG / 1000 MG, Comprimé à croquer",Boite de 84 - PPV: 253.00 dhs
https://medicament.ma/medicament/d-cure-calcium-1000-mg-1000-mg-comprime-a-croquer/,"D-CURE CALCIUM 1000 MG / 1000 MG, Comprimé à croquer",Boite de 28 - PPV: 96.00 dhs
https://medicament.ma/medicament/d-cure-forte-ampoule/,"D-CURE FORTE, Solution huileuse buvable",Boite de 3 - PPV: 46.30 dhs
https://medicament.ma/medicament/d-rubicin-10mg10-ml-poudre-pour-usage-parenteral/,"D-RUBICIN 10 MG / 10 ML, Poudre pour usage parentéral",Boîte unitaire - PPV: 95.30 dhs
https://medicament.ma/medicament/d-rubicin-50mg50-ml-poudre-pour-usage-parenteral/,"D-RUBICIN 50 MG / 50 ML, Poudre pour usage parentéral",Boîte unitaire - PPV: 409.00 dhs
https://medicament.ma/medicament/d-stress-comprime/,"D-STRESS, Comprimé",Boite de 40 - PPC: 119.00 dhs
https://medicament.ma/medicament/d3norm-100-ui-goutte-buvable/,"D3NORM 100 UI, Goutte buvable",Flacon de 30 ml - PPC: 79.50 dhs
https://medicament.ma/medicament/d3norm-200-ui-goutte-buvable/,"D3NORM 200 UI, Goutte buvable",Flacon de 30 ML - PPC: 89.50 dhs
https://medicament.ma/medicament/daclar-60-mg-comprime-pellicule/,"DACLAR GALENICA 60 MG, Comprimé pelliculé",Boite de 28 - PPV: 1500.00 dhs
https://medicament.ma/medicament/daflon-1000-mg-comprime-pellicule/,"DAFLON 1000 MG, Comprimé pelliculé",Boite de 15 - PPV: 111.70 dhs
https://medicament.ma/medicament/daflon-1000-mg-comprime-pellicule-2/,"DAFLON 1000 MG, Comprimé pelliculé",Boite de 30 - PPV: 187.90 dhs
https://medicament.ma/medicament/daflon-500-mg-comprime-pellicule-2/,"DAFLON 500 MG, Comprimé pelliculé",Boîte de 30 - PPV: 114.70 dhs
https://medicament.ma/medicament/daily-ge-005mg003mg-et-0075mg004mg-et-0125mg003mg-comprime-enrobe-2/,"DAILY Gé 0.05 MG /0.03 MG et 0.075 MG / 0.04 MG et 0.125 MG / 0.03 MG, Comprimé enrobé [C]","Boîte de 6 comprimés roses, 5 comprimés blancs, 10 comprimés jaunes - PPV: 20.00 dhs"
https://medicament.ma/medicament/daivobet-50%c2%b5g05-mgg-pommade/,"DAIVOBET 50 µG / 0.5 MG / G, Gel dermique",Tube de 60 g - PPV: 594.00 dhs
https://medicament.ma/medicament/daivobet-50-%c2%b5g-0-5-mg-g-gel-dermique/,"DAIVOBET 50 µG / 0.5 MG / G, Gel dermique",Flacon de 30 G - PPV: 274.00 dhs
https://medicament.ma/medicament/daivobet-50-%c2%b5g-0-5-mg-g-pommade-2/,"DAIVOBET 50 µG / 0.5 MG / G, Pommade",Tube de 60 g - PPV: 544.00 dhs
https://medicament.ma/medicament/daivonex-50-%c2%b5gg-pommade/,"DAIVONEX 50 µg / G, Pommade",Tube de 30 g - PPV: 116.50 dhs
https://medicament.ma/medicament/daksvir-60mg/,"DAKASVIR 60 MG, Comprimé pelliculé",Boite de 28 - PPV: 1549.00 dhs
https://medicament.ma/medicament/daktarin-002-gel-buccal/,"DAKTARIN 2 %, Gel buccal",1 tube de 40 g - PPV: 49.50 dhs
https://medicament.ma/medicament/daonil-5-mg-comprime-2/,"DAONIL 5 MG, Comprimé",Boîte de 60 - PPV: 66.30 dhs
https://medicament.ma/medicament/darelax-25-mg-gelule-2/,"DARELAX 25 MG, Gélule",Boite de 30 - PPV: 41.00 dhs
https://medicament.ma/medicament/daromed-t-20-mg-5-mg-5-mg-collyre-en-solution/,"DAROMED-T, Collyre en solution",Flacon de 5 ML - PPV: 100.10 dhs
https://medicament.ma/medicament/darzalex-20-mg-ml-solution-a-diluer-pour-perfusion-2/,"DARZALEX 20 MG / ML, Solution à diluer pour perfusion",Flacon de 5 ml - PPV: 5155.00 dhs
https://medicament.ma/medicament/darzalex-20-mg-ml-solution-a-diluer-pour-perfusion/,"DARZALEX 20 MG / ML, Solution à diluer pour perfusion",Boite de 20 ML - PPV: 19423.00 dhs
https://medicament.ma/medicament/dazen-comprime/,"DASEN 10000 UI, Comprimé enrobé gastro-résistant",Boîte de 40 - PPV: 44.70 dhs
https://medicament.ma/medicament/debridat-100-mg-comprime/,"DÉBRIDAT 100 MG, Comprimé pelliculé",Boîte de 20 - PPV: 35.30 dhs
https://medicament.ma/medicament/debridat-200-mg-comprime/,"DÉBRIDAT 200 MG, Comprimé",Boîte de 30 - PPV: 74.80 dhs
https://medicament.ma/medicament/debridat-poudre-pour-suspension-orale/,"DÉBRIDAT, Poudre pour suspension buvable",Flacon de 250 ml - PPV: 29.00 dhs
https://medicament.ma/medicament/decadron-0-5-mg-comprime-2/,"DECADRON 0.5 MG, Comprimé",Boîte de 40 - PPV: 33.60 dhs
https://medicament.ma/medicament/decadron-0-5-mg-comprime/,"DECADRON 0.5 MG, Comprimé sécable",Boîte de 20 - PPV: 20.10 dhs
https://medicament.ma/medicament/decapeptyl-01-mg-solution-injectable/,"DECAPEPTYL 0.1 MG, Solution injectable",7 flacons + ampoules - PPV: 399.00 dhs
https://medicament.ma/medicament/decapeptyl-lp-1125-mg-suspension-injectable-en-im/,"DECAPEPTYL LP 11.25 MG, Suspension injectable en IM",1 flacon poudre + solvant - PPV: 3037.00 dhs
https://medicament.ma/medicament/decapeptyl-lp-225-mg-injectable/,"DECAPEPTYL LP 22.5 MG, Suspension injectable à libération prolongée",1 flacon de poudre + solvant - PPV: 5858.00 dhs
https://medicament.ma/medicament/decapeptyl-lp-375-mg-suspension-injectable-en-im/,"DECAPEPTYL LP 3.75 MG, Suspension injectable en IM",1 Flacon poudre + solvant - PPV: 1377.00 dhs
https://medicament.ma/medicament/decrestin-10-mg-comprime-pellicule-2/,"DECRESTIN 10 MG, Comprimé pelliculé",Boite de 30 - PPV: 154.10 dhs
https://medicament.ma/medicament/decrestin-20-mg-comprime-pellicule-2/,"DECRESTIN 20 MG, Comprimé pelliculé",Boite de 30 - PPV: 255.00 dhs
https://medicament.ma/medicament/decrestin-5-mg-comprime-pellicule-2/,"DECRESTIN 5 MG, Comprimé pelliculé",Boite de 30 - PPV: 111.80 dhs
https://medicament.ma/medicament/defax-30-mg-comprime-secable/,"DEFAX 30 MG, Comprimé sécable",Boite de 10 - PPV: 92.40 dhs
https://medicament.ma/medicament/defax-6-mg-comprime-secable/,"DEFAX 6 MG, Comprimé sécable",Boite de 20 - PPV: 47.90 dhs
https://medicament.ma/medicament/deferox-125-mg-comprime-dispersible/,"DEFEROX 125 MG, Comprimé dispersible",Boite de 30 - PPV: 994.00 dhs
https://medicament.ma/medicament/deferox-250-mg-comprime-dispersible/,"DEFEROX 250 MG, Comprimé dispersible",Boite de 30 - PPV: 1446.00 dhs
https://medicament.ma/medicament/deferox-500-mg-comprime-dispersible/,"DEFEROX 500 MG, Comprimé dispersible",Boite de 30 - PPV: 2528.00 dhs
https://medicament.ma/medicament/deflamol-creme/,"DEFLAMOL, Crème",Tube de 30 g - PPV: 9.50 dhs
https://medicament.ma/medicament/deflazacorte-gt-30-mg-comprime-2/,"DEFLAZACORTE GT 30 MG, Comprimé",Boite de 20 - PPV: 170.50 dhs
https://medicament.ma/medicament/deflazacorte-gt-30-mg-comprime/,"DEFLAZACORTE GT 30 MG, Comprimé",Boite de 10 - PPV: 96.90 dhs
https://medicament.ma/medicament/deflazacorte-gt-6-mg-comprime-2/,"DEFLAZACORTE GT 6 MG, Comprimé",Boite de 60 - PPV: 128.20 dhs
https://medicament.ma/medicament/deflazacorte-gt-6-mg-comprime/,"DEFLAZACORTE GT 6 MG, Comprimé",Boite de 20 - PPV: 49.70 dhs
https://medicament.ma/medicament/delapride-3025-mg-comprime/,"DELAPRIDE 30 / 2.5 MG, Comprimé",Boîte de 28 - PPV: 150.00 dhs
https://medicament.ma/medicament/delical-hp-hc-lactee-saveur-fraise/,DELICAL HP HC LACTEE SAVEUR FRAISE,1 flacon - PPC: 49.75 dhs
https://medicament.ma/medicament/delical-hp-hc-lactee-saveur-vanille/,DELICAL HP HC LACTEE SAVEUR VANILLE,1 flacon - PPC: 49.75 dhs
https://medicament.ma/medicament/delical-boisson/,"DELICAL, Boisson",Quadrette de 4 bouteilles de 200 ml - PPC: 199.00 dhs
https://medicament.ma/medicament/depakine-200-mgml-solution-buvable/,"DEPAKINE 200 MG / ML, Solution buvable [P]",Boîte d'un flacon de 40 ml - PPV: 51.20 dhs
https://medicament.ma/medicament/depakine-200mg-comprime-gastro-resistant/,"DEPAKINE 200 MG, Comprimé gastro-résistant [P]",Boîte de 40 - PPV: 40.20 dhs
https://medicament.ma/medicament/depakine-500mg-comprime-gastro-resistant/,"DEPAKINE 500 MG, Comprimé gastro-résistant [P]",Boîte de 40 - PPV: 73.30 dhs
https://medicament.ma/medicament/depakine-150-ml-sirop/,"DEPAKINE 57.64 MG / ML, Sirop [P]",Flacon de 150 ml - PPV: 47.50 dhs
https://medicament.ma/medicament/depakine-chrono-500-mg-comprime-pellicule/,"DEPAKINE CHRONO 500 MG, Comprimé pelliculé [P]",Boîte de 30 - PPV: 105.90 dhs
https://medicament.ma/medicament/depo-medrol-80-mgml-injectable/,"DÉPO MEDROL 80 MG / ML, Injectable",1 seringue de 2 ml préremplie - PPV: 37.70 dhs
https://medicament.ma/medicament/deprestat-50-mg-comprime/,"DEPRESTAT 50 MG, Comprimé [P]",Boîte de 30 - PPV: 118.50 dhs
https://medicament.ma/medicament/deprina-20-mg-gelule-p/,"DEPRINA 20 MG, Gélule [P]",Boite de 30 - PPV: 159.10 dhs
https://medicament.ma/medicament/deprina-20-mg-gelule/,"DEPRINA 20 MG, Gélule [P]",Boite dee 10 - PPV: 61.60 dhs
https://medicament.ma/medicament/depurativa-solution-buvable/,"DEPURATIVA, Solution buvable",Flacon de 200 ml - PPC: 89.95 dhs
https://medicament.ma/medicament/dermasept-gel-lavant-solution-pour-usage-externe/,"DERMASEPT GEL LAVANT, Solution pour usage externe",Flacon de 125 ml - PPC: 54.50 dhs
https://medicament.ma/medicament/dermasept-spray-solution-usage-externe/,"DERMASEPT SPRAY, Solution usage externe",Flacon de 125 ml - PPC: 99.00 dhs
https://medicament.ma/medicament/dermofix-2-creme/,"DERMOFIX 2 %, Crème",Tube de 30 g - PPV: 81.60 dhs
https://medicament.ma/medicament/dermofix-2-gel-dermique/,"DERMOFIX 2 %, Gel dermique",Flacon de 100 g - PPV: 86.70 dhs
https://medicament.ma/medicament/dermofix-2-poudre-dermique/,"DERMOFIX 2 %, Poudre dermique",Flacon de 30 g - PPV: 78.70 dhs
https://medicament.ma/medicament/dermofix-2-solution-dermique/,"DERMOFIX 2%, Solution dermique",Flacon de 30 ml - PPV: 81.00 dhs
https://medicament.ma/medicament/dermoval-creme-005/,"DERMOVAL 0.05 %, Crème",Tube de 10 g - PPV: 16.30 dhs
https://medicament.ma/medicament/dermoval-gel-005/,"DERMOVAL 0.05 %, Gel",Flacon de 20 ml - PPV: 37.40 dhs
https://medicament.ma/medicament/deroxat-20-mg-comprime-pellicule-secable/,"DEROXAT 20 MG, Comprimé pelliculé sécable [P]",Boîte de 14 - PPV: 66.50 dhs
https://medicament.ma/medicament/desenil-10-mg/,"DESENIL 10 MG, Comprimé",Boite de 30 - PPV: 463.00 dhs
https://medicament.ma/medicament/desenil/,"DESENIL 5 MG, Comprimé",Boite de 30 - PPV: 277.00 dhs
https://medicament.ma/medicament/desferal-500-mg5ml-poudre-en-flacon-pour-injectaion/,"DESFERAL 500 MG / 5 ML, Poudre en flacon pour injection",Boîte de 10 flacons - PPV: 503.00 dhs
https://medicament.ma/medicament/desirett-75-ug-comprimes/,"DESIRETT 75 µg, Comprimé pelliculé [C]",Boite de 28 - PPV: 39.20 dhs
https://medicament.ma/medicament/desomedine-01-collyre/,"DESOMEDINE 0.1 %, Collyre",Flacon de 10 ml - PPV: 26.10 dhs
https://medicament.ma/medicament/desyal-5mg-comprimes-2/,"DESYAL 5 MG, Comprimé pelliculé",Boite de 30 - PPV: 73.50 dhs
https://medicament.ma/medicament/desyal-5-mg-comprime-pellicule/,"DESYAL 5 MG, Comprimé pelliculé",Boite de 20 - PPV: 49.90 dhs
https://medicament.ma/medicament/detensiel-10-mg-comprime-pellicule/,"DETENSIEL 10 MG , Comprimé pelliculé",Boîte de 30 - PPV: 72.00 dhs
https://medicament.ma/medicament/detrusitol-sr-4-mg-gelule/,"DETRUSITOL SR 4 MG, Gélule LP",Boîte de 28 - PPV: 247.00 dhs
https://medicament.ma/medicament/dexa-gentamicine-5-mgml-collyre/,"DEXA-GENTAMICINE 5 MG / ML, Collyre",Flacon de 5 ml - PPV: 24.30 dhs
https://medicament.ma/medicament/dexafree-collyre-en-solution/,"DEXAFREE 1 MG / ML, Collyre en solution en récipient unidose de 0.4 ml",Boite de 30 - PPV: 72.00 dhs
https://medicament.ma/medicament/dexelya-75-%c2%b5g-comprime-pellicule/,"DEXELYA 75 µg, Comprimé pelliculé [C]",Boite de 28 - PPV: 39.20 dhs
https://medicament.ma/medicament/dexeryl-creme/,"DEXERYL, Crème",Tube de 250 g - PPV: 47.70 dhs
https://medicament.ma/medicament/dexilant-30-mg-gelule-a-liberation-modifiee/,"DEXILANT 30 MG, Gélule à libération modifiée",Boite de 28 - PPV: 182.40 dhs
https://medicament.ma/medicament/dexilant-30-mg-gelule-a-liberation-modifiee-2/,"DEXILANT 30 MG, Gélule à libération modifiée",Boite de 14 - PPV: 107.00 dhs
https://medicament.ma/medicament/dexilant-60-mg-gelule-a-liberation-modifiee/,"DEXILANT 60 MG, Gélule à libération modifiée",Boite de 28 - PPV: 269.00 dhs
https://medicament.ma/medicament/dexilant-60-mg-gelule-a-liberation-modifiee-2/,"DEXILANT 60 MG, Gélule à libération modifiée",Boite de 14 - PPV: 193.10 dhs
https://medicament.ma/medicament/di-indo-100-mg-suppositoire/,"DI-INDO 100 MG, Suppositoire",Boîte de 10 - PPV: 56.40 dhs
https://medicament.ma/medicament/di-indo-25-mg-comprime-dispersible/,"DI-INDO 25 MG, Comprimé dispersible",Boîte de 30 - PPV: 60.30 dhs
https://medicament.ma/medicament/di-indo-25-mg-comprime-effervescent/,"DI-INDO 25 MG, Comprimé effervescent",Boîte de 30 - PPV: 60.70 dhs
https://medicament.ma/medicament/di-indo-25-mg-gelule/,"DI-INDO 25 MG, Gélule",Boîte de 30 - PPV: 63.20 dhs
https://medicament.ma/medicament/di-indo-50-mg-comprime-dispersible/,"DI-INDO 50 MG, Comprimé dispersible",Boîte de 15 - PPV: 49.50 dhs
https://medicament.ma/medicament/di-indo-50-mg-comprime-effervescent/,"DI-INDO 50 MG, Comprimé effervescent",Boîte de 15 - PPV: 58.00 dhs
https://medicament.ma/medicament/di-indo-50-mg-suppositoire/,"DI-INDO 50 MG, Suppositoire",Boîte de 10 - PPV: 48.60 dhs
https://medicament.ma/medicament/diabalex-60-mg-lm-comprime/,"DIABALEX 60 MG LM, Comprimé",Boite de 30 - PPV: 38.00 dhs
https://medicament.ma/medicament/diaformine-1000-mg-comprime/,"DIAFORMINE 1000 MG, Comprimé",Boite de 30 - PPV: 21.00 dhs
https://medicament.ma/medicament/diaformine850-mg-comprime/,"DIAFORMINE 850 MG, Comprimé",Boite de 30 - PPV: 18.00 dhs
https://medicament.ma/medicament/dialysol-acide-concentre-liquide-dhemodialyse-2/,"DIALYSOL ACIDE, Concentré liquide d'hémodialyse",Bidon 5 L - PPV: 71.70 dhs
https://medicament.ma/medicament/dialysol-acide-concentre-liquide-dhemodialyse-3/,"DIALYSOL ACIDE, Concentré liquide d'hémodialyse",Poche 5 L - PPV: 71.70 dhs
https://medicament.ma/medicament/dialysol-acide-concentre-liquide-dhemodialyse-4/,"DIALYSOL ACIDE, Concentré liquide d'hémodialyse",Cuve 1000 L - PPV: 5888.00 dhs
https://medicament.ma/medicament/dialysol-acide-concentre-liquide-dhemodialyse/,"DIALYSOL ACIDE, Concentré pour hémodialyse",Bidon 10 L - PPV: 144.00 dhs
https://medicament.ma/medicament/dialysol-bicarbonate-concentre-liquide-dhemodialyse/,"DIALYSOL BICARBONATE, Concentré liquide d'hémodialyse",Bidon 10 L - PPV: 128.00 dhs
https://medicament.ma/medicament/dialysol-bicarbonate-concentre-liquide-dhemodialyse-2/,"DIALYSOL BICARBONATE, Concentré liquide d'hémodialyse",Bidon 5 L - PPV: 64.00 dhs
https://medicament.ma/medicament/diamicron-30-mg-lm-comprime/,"DIAMICRON 30 MG, Comprimé LM",Boîte de 30 - PPV: 54.30 dhs
https://medicament.ma/medicament/diamicron-30-mg-lm-comprime-2/,"DIAMICRON 30 MG, Comprimé LM",Boîte de 60 - PPV: 89.00 dhs
https://medicament.ma/medicament/diamicron-60mg-comprime/,"DIAMICRON 60 MG, Comprimé sécable LM",Boite de 60 - PPV: 78.70 dhs
https://medicament.ma/medicament/diamicron-60mg-comprimes/,"DIAMICRON 60 MG, Comprimés sécable LM",Boite de 15 - PPV: 25.00 dhs
https://medicament.ma/medicament/diamicron-60mg-comprimes-2/,"DIAMICRON 60 MG, Comprimés sécable LM",Boite de 30 - PPV: 44.70 dhs
https://medicament.ma/medicament/diamox-250-mg-comprime/,"DIAMOX 250 MG, Comprimé sécable",Boîte de 24 - PPV: 17.70 dhs
https://medicament.ma/medicament/diane-comprime/,"DIANE 35, Comprimé enrobé [C]",Boîte de 21 - PPV: 48.70 dhs
https://medicament.ma/medicament/diapharm-10-mg-2-ml-ampoule-injectable/,"DIAPHARM 10 MG / 2 ML, Ampoule injectable [P] [TAB IV-CV]",Boîte de 5 ampoules injectables de 2 ml - PPV: 37.20 dhs
https://medicament.ma/medicament/diarit-poudre-en-sachet/,"DIARIT, Poudre en sachet",Boîte de 3 - PPV: 11.50 dhs
https://medicament.ma/medicament/diaster-04-mg-comprime/,"DIASTER 0.4 MG, Comprimé",Boîte de 30 - PPV: 32.40 dhs
https://medicament.ma/medicament/dicarvel-25-mg-comprime-secable/,"DICARVEL 25 MG, Comprimé sécable",Boîte de 30 - PPV: 88.10 dhs
https://medicament.ma/medicament/dicarvel-6-25-mg-comprime-secable/,"DICARVEL 6.25 MG, Comprimé sécable",Boîte de 30 - PPV: 43.80 dhs
