,Unnamed: 0,Nom,caracteristique,Code EAN-13,Médicament GENERIQUE,Prix Officine,Prix Public de Vente,Prix base remboursement,Prix Hospitalier,Substance active (DCI) & dosage,Classe Thérapeutique
385,385,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
386,386,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
387,387,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
388,388,CHEMOSET 2MG-ML,5 AMPOULE 4 ML SOLUTION INJECTABLE à 8 MG,6118001250530,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
389,389,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250578,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
390,390,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250561,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
391,391,CHEMOSET 2MG-ML,5 AMPOULE 2 ML SOLUTION INJECTABLE à 4 MG,6118001250547,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
392,392,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250585,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
393,393,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
394,394,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
395,395,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
396,396,CHEMOSET 2MG-ML,5 AMPOULE 4 ML SOLUTION INJECTABLE à 8 MG,6118001250530,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
397,397,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250578,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
398,398,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250561,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
399,399,CHEMOSET 2MG-ML,5 AMPOULE 2 ML SOLUTION INJECTABLE à 4 MG,6118001250547,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
400,400,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250585,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
401,401,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
402,402,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
403,403,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
404,404,CHEMOSET 2MG-ML,5 AMPOULE 4 ML SOLUTION INJECTABLE à 8 MG,6118001250530,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
405,405,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250578,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
406,406,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250561,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
407,407,CHEMOSET 2MG-ML,5 AMPOULE 2 ML SOLUTION INJECTABLE à 4 MG,6118001250547,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
408,408,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250585,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
409,409,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
410,410,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
411,411,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
412,412,CHEMOSET 2MG-ML,5 AMPOULE 4 ML SOLUTION INJECTABLE à 8 MG,6118001250530,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
413,413,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250578,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
414,414,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250561,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
415,415,CHEMOSET 2MG-ML,5 AMPOULE 2 ML SOLUTION INJECTABLE à 4 MG,6118001250547,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
416,416,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250585,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
417,417,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
418,418,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
419,419,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
420,420,CHEMOSET 2MG-ML,5 AMPOULE 4 ML SOLUTION INJECTABLE à 8 MG,6118001250530,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
421,421,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250578,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
422,422,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250561,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
423,423,CHEMOSET 2MG-ML,5 AMPOULE 2 ML SOLUTION INJECTABLE à 4 MG,6118001250547,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
424,424,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250585,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
425,425,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
426,426,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
427,427,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
428,428,CHEMOSET 2MG-ML,5 AMPOULE 4 ML SOLUTION INJECTABLE à 8 MG,6118001250530,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
429,429,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250578,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
430,430,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250561,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
431,431,CHEMOSET 2MG-ML,5 AMPOULE 2 ML SOLUTION INJECTABLE à 4 MG,6118001250547,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
432,432,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250585,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
433,433,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
434,434,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
435,435,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
436,436,CHEMOSET 2MG-ML,5 AMPOULE 4 ML SOLUTION INJECTABLE à 8 MG,6118001250530,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
437,437,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250578,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
438,438,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250561,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
439,439,CHEMOSET 2MG-ML,5 AMPOULE 2 ML SOLUTION INJECTABLE à 4 MG,6118001250547,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
440,440,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250585,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
441,441,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
442,442,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
443,443,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
444,444,CHEMOSET 2MG-ML,5 AMPOULE 4 ML SOLUTION INJECTABLE à 8 MG,6118001250530,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
445,445,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250578,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
446,446,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250561,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
447,447,CHEMOSET 2MG-ML,5 AMPOULE 2 ML SOLUTION INJECTABLE à 4 MG,6118001250547,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
448,448,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250585,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
449,449,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
450,450,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
451,451,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
452,452,CHEMOSET 2MG-ML,5 AMPOULE 4 ML SOLUTION INJECTABLE à 8 MG,6118001250530,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
453,453,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250578,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
454,454,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250561,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
455,455,CHEMOSET 2MG-ML,5 AMPOULE 2 ML SOLUTION INJECTABLE à 4 MG,6118001250547,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
456,456,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250585,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
457,457,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
458,458,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
459,459,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
460,460,CHEMOSET 2MG-ML,5 AMPOULE 4 ML SOLUTION INJECTABLE à 8 MG,6118001250530,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
461,461,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250578,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
462,462,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250561,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
463,463,CHEMOSET 2MG-ML,5 AMPOULE 2 ML SOLUTION INJECTABLE à 4 MG,6118001250547,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
464,464,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250585,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
465,465,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
466,466,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
467,467,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
468,468,CHEMOSET 2MG-ML,5 AMPOULE 4 ML SOLUTION INJECTABLE à 8 MG,6118001250530,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
469,469,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250578,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
470,470,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250561,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
471,471,CHEMOSET 2MG-ML,5 AMPOULE 2 ML SOLUTION INJECTABLE à 4 MG,6118001250547,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
472,472,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250585,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
473,473,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
474,474,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
475,475,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
476,476,CHEMOSET 2MG-ML,5 AMPOULE 4 ML SOLUTION INJECTABLE à 8 MG,6118001250530,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
477,477,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250578,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
478,478,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250561,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
479,479,CHEMOSET 2MG-ML,5 AMPOULE 2 ML SOLUTION INJECTABLE à 4 MG,6118001250547,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
480,480,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250585,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
481,481,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
482,482,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
483,483,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
484,484,CHEMOSET 2MG-ML,5 AMPOULE 4 ML SOLUTION INJECTABLE à 8 MG,6118001250530,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
485,485,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250578,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
486,486,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250561,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
487,487,CHEMOSET 2MG-ML,5 AMPOULE 2 ML SOLUTION INJECTABLE à 4 MG,6118001250547,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
488,488,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250585,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
489,489,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
490,490,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
491,491,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
492,492,CHEMOSET 2MG-ML,5 AMPOULE 4 ML SOLUTION INJECTABLE à 8 MG,6118001250530,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
493,493,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250578,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
494,494,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250561,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
495,495,CHEMOSET 2MG-ML,5 AMPOULE 2 ML SOLUTION INJECTABLE à 4 MG,6118001250547,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
496,496,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250585,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
497,497,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
498,498,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
499,499,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
500,500,CHEMOSET 2MG-ML,5 AMPOULE 4 ML SOLUTION INJECTABLE à 8 MG,6118001250530,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
501,501,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250578,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
502,502,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250561,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
503,503,CHEMOSET 2MG-ML,5 AMPOULE 2 ML SOLUTION INJECTABLE à 4 MG,6118001250547,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
504,504,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 4 MG,6118001250585,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
505,505,CHEMOSET,1 BOITE 10 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250615,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
506,506,CHEMOSET,1 BOITE 1 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250592,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
507,507,CHEMOSET,1 BOITE 5 COMPRIME PELLICULE COMPRIME PELLICULE à 8 MG,6118001250608,Remboursable,Prix Officine ( Pharmacie ),175.7,175.7,109.8,ONDANSETRON,ANTIEMETIQUE
